"","lambdas","alpha_intra","alpha_generic","gamma_H_generic","gamma_FV_generic","focal","year","complexity.plant","complexity.animal"
"1",0.950668494532737,0.155519639126852,-0.0294764543425717,-0.0395742262124084,-0.064615771651029,"CETE","2021","class","group"
"2",0.996918375872115,-0.165471324982868,-0.116110388431732,-0.112769216983534,-0.187345065149537,"CETE","2021","class","group"
"3",0.950995205634713,0.072054325987704,-0.1120673910268,0.0514933949948598,-0.083123603363894,"CETE","2021","class","group"
"4",0.942618128069292,0.0579402991462821,0.00726371783374469,-0.012329836975531,-0.0331104078951029,"CETE","2021","class","group"
"5",0.949864736353759,0.0618839290105282,-0.0949533192442994,0.108071136581022,0.0741228171116647,"CETE","2021","class","group"
"6",0.949083536945192,0.0775117015486464,-0.0835302912500877,-0.000988852132199414,-0.240437704987129,"CETE","2021","class","group"
"7",0.967627176982441,-0.115804024032208,0.0054632776525978,-0.019417137553183,0.0592775394315317,"CETE","2021","class","group"
"8",0.968231923528684,-0.0326363323633008,-0.109212313315924,0.0251821541770093,-0.156589539333941,"CETE","2021","class","group"
"9",0.933214717636315,0.146331156530951,0.0110676780479082,0.0821345133515267,-0.0939929820131106,"CETE","2021","class","group"
"10",0.936242493350006,-0.0628540963495789,0.0391647891744145,0.0508208133802277,-0.110072900040286,"CETE","2021","class","group"
"11",0.948074079443209,-0.0258807276796374,-0.0557100704754654,0.0971873708259656,-0.0102904088891103,"CETE","2021","class","group"
"12",0.965060283681082,0.0511148809699915,-0.10738733955238,-0.104284808470115,-0.0794909472762346,"CETE","2021","class","group"
"13",0.950113826881466,0.0236225027866388,-0.0197472562043547,-0.167575653453411,-0.142142109009389,"CETE","2021","class","group"
"14",0.946304630762753,-0.0366074883183459,0.0625149742465092,-0.0567128049954651,-0.0111201711447754,"CETE","2021","class","group"
"15",0.941678701428727,0.0762326361088981,-0.0783070300944473,0.0911916975246737,-0.00432281496493989,"CETE","2021","class","group"
"16",0.945701539086204,0.0455621116245095,0.0285083504224874,0.0511653774744734,-0.102331263023195,"CETE","2021","class","group"
"17",0.952000733817765,-0.0257051019914082,-0.0737420347532419,-0.0367981155190817,-0.0388333617607421,"CETE","2021","class","group"
"18",0.941542358522824,0.108998425568678,0.0727968552528637,0.0393848025386192,-0.206795872471218,"CETE","2021","class","group"
