"","focal","year","complexity_plant","n.competitors_plant","competitors_plant","n.HOIs_plant","HOIs_plant","n.interactors_H","interactors_H","n.HOIs_H","HOIs_H","n.competitors_plant_inclus","n.competitors_H_inclus","n.HOIs_plant_inclus","n.HOIs_H_inclus","n.interactors_FV","interactors_FV","n.HOIs_FV","HOIs_FV","n.competitors_FV_inclus","n.HOIs_FV_inclus"
"1","HOMA",2019,"code.plant",24,"ACHI,ANAR,BEMA,CETE,CHFU,CHMI,COSQ,FRPU,LEMA,LYTR,MEEL,MEPO,MESU,PAIN,PLCO,POMA,POMO,PUPA,RAPE,SASO,SCLA,SOAS,SPRU,SUSP",300,"ACHI_ANAR,ACHI_BEMA,ACHI_CETE,ACHI_CHFU,ACHI_CHMI,ACHI_COSQ,ACHI_FRPU,ACHI_HOMA,ACHI_LEMA,ACHI_LYTR,ACHI_MEEL,ACHI_MEPO,ACHI_MESU,ACHI_PAIN,ACHI_PLCO,ACHI_POMA,ACHI_POMO,ACHI_PUPA,ACHI_RAPE,ACHI_SASO,ACHI_SCLA,ACHI_SOAS,ACHI_SPRU,ACHI_SUSP,ANAR_BEMA,ANAR_CETE,ANAR_CHFU,ANAR_CHMI,ANAR_COSQ,ANAR_FRPU,ANAR_HOMA,ANAR_LEMA,ANAR_LYTR,ANAR_MEEL,ANAR_MEPO,ANAR_MESU,ANAR_PAIN,ANAR_PLCO,ANAR_POMA,ANAR_POMO,ANAR_PUPA,ANAR_RAPE,ANAR_SASO,ANAR_SCLA,ANAR_SOAS,ANAR_SPRU,ANAR_SUSP,BEMA_CETE,BEMA_CHFU,BEMA_CHMI,BEMA_COSQ,BEMA_FRPU,BEMA_HOMA,BEMA_LEMA,BEMA_LYTR,BEMA_MEEL,BEMA_MEPO,BEMA_MESU,BEMA_PAIN,BEMA_PLCO,BEMA_POMA,BEMA_POMO,BEMA_PUPA,BEMA_RAPE,BEMA_SASO,BEMA_SCLA,BEMA_SOAS,BEMA_SPRU,BEMA_SUSP,CETE_CHFU,CETE_CHMI,CETE_COSQ,CETE_FRPU,CETE_HOMA,CETE_LEMA,CETE_LYTR,CETE_MEEL,CETE_MEPO,CETE_MESU,CETE_PAIN,CETE_PLCO,CETE_POMA,CETE_POMO,CETE_PUPA,CETE_RAPE,CETE_SASO,CETE_SCLA,CETE_SOAS,CETE_SPRU,CETE_SUSP,CHFU_CHMI,CHFU_COSQ,CHFU_FRPU,CHFU_HOMA,CHFU_LEMA,CHFU_LYTR,CHFU_MEEL,CHFU_MEPO,CHFU_MESU,CHFU_PAIN,CHFU_PLCO,CHFU_POMA,CHFU_POMO,CHFU_PUPA,CHFU_RAPE,CHFU_SASO,CHFU_SCLA,CHFU_SOAS,CHFU_SPRU,CHFU_SUSP,CHMI_COSQ,CHMI_FRPU,CHMI_HOMA,CHMI_LEMA,CHMI_LYTR,CHMI_MEEL,CHMI_MEPO,CHMI_MESU,CHMI_PAIN,CHMI_PLCO,CHMI_POMA,CHMI_POMO,CHMI_PUPA,CHMI_RAPE,CHMI_SASO,CHMI_SCLA,CHMI_SOAS,CHMI_SPRU,CHMI_SUSP,COSQ_FRPU,COSQ_HOMA,COSQ_LEMA,COSQ_LYTR,COSQ_MEEL,COSQ_MEPO,COSQ_MESU,COSQ_PAIN,COSQ_PLCO,COSQ_POMA,COSQ_POMO,COSQ_PUPA,COSQ_RAPE,COSQ_SASO,COSQ_SCLA,COSQ_SOAS,COSQ_SPRU,COSQ_SUSP,FRPU_HOMA,FRPU_LEMA,FRPU_LYTR,FRPU_MEEL,FRPU_MEPO,FRPU_MESU,FRPU_PAIN,FRPU_PLCO,FRPU_POMA,FRPU_POMO,FRPU_PUPA,FRPU_RAPE,FRPU_SASO,FRPU_SCLA,FRPU_SOAS,FRPU_SPRU,FRPU_SUSP,HOMA_LEMA,HOMA_LYTR,HOMA_MEEL,HOMA_MEPO,HOMA_MESU,HOMA_PAIN,HOMA_PLCO,HOMA_POMA,HOMA_POMO,HOMA_PUPA,HOMA_RAPE,HOMA_SASO,HOMA_SCLA,HOMA_SOAS,HOMA_SPRU,HOMA_SUSP,LEMA_LYTR,LEMA_MEEL,LEMA_MEPO,LEMA_MESU,LEMA_PAIN,LEMA_PLCO,LEMA_POMA,LEMA_POMO,LEMA_PUPA,LEMA_RAPE,LEMA_SASO,LEMA_SCLA,LEMA_SOAS,LEMA_SPRU,LEMA_SUSP,LYTR_MEEL,LYTR_MEPO,LYTR_MESU,LYTR_PAIN,LYTR_PLCO,LYTR_POMA,LYTR_POMO,LYTR_PUPA,LYTR_RAPE,LYTR_SASO,LYTR_SCLA,LYTR_SOAS,LYTR_SPRU,LYTR_SUSP,MEEL_MEPO,MEEL_MESU,MEEL_PAIN,MEEL_PLCO,MEEL_POMA,MEEL_POMO,MEEL_PUPA,MEEL_RAPE,MEEL_SASO,MEEL_SCLA,MEEL_SOAS,MEEL_SPRU,MEEL_SUSP,MEPO_MESU,MEPO_PAIN,MEPO_PLCO,MEPO_POMA,MEPO_POMO,MEPO_PUPA,MEPO_RAPE,MEPO_SASO,MEPO_SCLA,MEPO_SOAS,MEPO_SPRU,MEPO_SUSP,MESU_PAIN,MESU_PLCO,MESU_POMA,MESU_POMO,MESU_PUPA,MESU_RAPE,MESU_SASO,MESU_SCLA,MESU_SOAS,MESU_SPRU,MESU_SUSP,PAIN_PLCO,PAIN_POMA,PAIN_POMO,PAIN_PUPA,PAIN_RAPE,PAIN_SASO,PAIN_SCLA,PAIN_SOAS,PAIN_SPRU,PAIN_SUSP,PLCO_POMA,PLCO_POMO,PLCO_PUPA,PLCO_RAPE,PLCO_SASO,PLCO_SCLA,PLCO_SOAS,PLCO_SPRU,PLCO_SUSP,POMA_POMO,POMA_PUPA,POMA_RAPE,POMA_SASO,POMA_SCLA,POMA_SOAS,POMA_SPRU,POMA_SUSP,POMO_PUPA,POMO_RAPE,POMO_SASO,POMO_SCLA,POMO_SOAS,POMO_SPRU,POMO_SUSP,PUPA_RAPE,PUPA_SASO,PUPA_SCLA,PUPA_SOAS,PUPA_SPRU,PUPA_SUSP,RAPE_SASO,RAPE_SCLA,RAPE_SOAS,RAPE_SPRU,RAPE_SUSP,SASO_SCLA,SASO_SOAS,SASO_SPRU,SASO_SUSP,SCLA_SOAS,SCLA_SPRU,SCLA_SUSP,SOAS_SPRU,SOAS_SUSP,SPRU_SUSP",20,"Aelia_spp,Aiolopus_strepens,Aphis_fabae,Brassicogethes_spp,Cercopoidea,Cochlicella_barbara,Colias_crocea_larva,Conocephalus_dorsalis,Dociostaurus_jagoi,Gastropoda,Gryllus_bimaculatus,Lasiocampa_trifolii_larva,Lepidoptera_larva,Miridae,Orthoptera,Otala_lactea,Pentatomidae,Philaenus_spumarius,Tessellana_tessellata,Theba_pisana",104,"BEMA_Cochlicella_barbara,BEMA_Theba_pisana,CETE_Cochlicella_barbara,CETE_Theba_pisana,CHFU_Cochlicella_barbara,CHFU_Gastropoda,CHFU_Lepidoptera_larva,CHFU_Miridae,CHFU_Theba_pisana,LEMA_Aelia_spp,LEMA_Aiolopus_strepens,LEMA_Aphis_fabae,LEMA_Brassicogethes_spp,LEMA_Cochlicella_barbara,LEMA_Colias_crocea_larva,LEMA_Conocephalus_dorsalis,LEMA_Dociostaurus_jagoi,LEMA_Gastropoda,LEMA_Gryllus_bimaculatus,LEMA_Lasiocampa_trifolii_larva,LEMA_Lepidoptera_larva,LEMA_Miridae,LEMA_Orthoptera,LEMA_Otala_lactea,LEMA_Pentatomidae,LEMA_Philaenus_spumarius,LEMA_Tessellana_tessellata,LEMA_Theba_pisana,MEEL_Brassicogethes_spp,MEEL_Cochlicella_barbara,MEEL_Conocephalus_dorsalis,MEEL_Gryllus_bimaculatus,MEEL_Lasiocampa_trifolii_larva,MEEL_Orthoptera,MEEL_Otala_lactea,MEEL_Tessellana_tessellata,MEEL_Theba_pisana,MESU_Aelia_spp,MESU_Aiolopus_strepens,MESU_Brassicogethes_spp,MESU_Cercopoidea,MESU_Cochlicella_barbara,MESU_Gryllus_bimaculatus,MESU_Lasiocampa_trifolii_larva,MESU_Orthoptera,MESU_Otala_lactea,MESU_Pentatomidae,MESU_Tessellana_tessellata,MESU_Theba_pisana,PAIN_Cochlicella_barbara,PLCO_Aelia_spp,PLCO_Aiolopus_strepens,PLCO_Cochlicella_barbara,PLCO_Conocephalus_dorsalis,PLCO_Orthoptera,PLCO_Pentatomidae,PLCO_Philaenus_spumarius,PLCO_Tessellana_tessellata,PLCO_Theba_pisana,POMA_Aelia_spp,POMA_Aiolopus_strepens,POMA_Aphis_fabae,POMA_Brassicogethes_spp,POMA_Cochlicella_barbara,POMA_Conocephalus_dorsalis,POMA_Gastropoda,POMA_Gryllus_bimaculatus,POMA_Lasiocampa_trifolii_larva,POMA_Lepidoptera_larva,POMA_Miridae,POMA_Orthoptera,POMA_Otala_lactea,POMA_Pentatomidae,POMA_Philaenus_spumarius,POMA_Tessellana_tessellata,POMA_Theba_pisana,POMO_Cochlicella_barbara,POMO_Gastropoda,POMO_Theba_pisana,SPRU_Aiolopus_strepens,SPRU_Cochlicella_barbara,SPRU_Conocephalus_dorsalis,SPRU_Orthoptera,SPRU_Theba_pisana,HOMA_Aelia_spp,HOMA_Aiolopus_strepens,HOMA_Aphis_fabae,HOMA_Brassicogethes_spp,HOMA_Cercopoidea,HOMA_Cochlicella_barbara,HOMA_Colias_crocea_larva,HOMA_Conocephalus_dorsalis,HOMA_Dociostaurus_jagoi,HOMA_Gastropoda,HOMA_Gryllus_bimaculatus,HOMA_Lasiocampa_trifolii_larva,HOMA_Lepidoptera_larva,HOMA_Miridae,HOMA_Orthoptera,HOMA_Otala_lactea,HOMA_Pentatomidae,HOMA_Philaenus_spumarius,HOMA_Tessellana_tessellata,HOMA_Theba_pisana",0,0,0,0,NA,NA,NA,NA,NA,NA
"2","HOMA",2020,"code.plant",24,"ACHI,ANAR,BEMA,CETE,CHFU,CHMI,COSQ,FRPU,LEMA,LYTR,MEEL,MEPO,MESU,PAIN,PLCO,POMA,POMO,PUPA,RAPE,SASO,SCLA,SOAS,SPRU,SUSP",300,"ACHI_ANAR,ACHI_BEMA,ACHI_CETE,ACHI_CHFU,ACHI_CHMI,ACHI_COSQ,ACHI_FRPU,ACHI_HOMA,ACHI_LEMA,ACHI_LYTR,ACHI_MEEL,ACHI_MEPO,ACHI_MESU,ACHI_PAIN,ACHI_PLCO,ACHI_POMA,ACHI_POMO,ACHI_PUPA,ACHI_RAPE,ACHI_SASO,ACHI_SCLA,ACHI_SOAS,ACHI_SPRU,ACHI_SUSP,ANAR_BEMA,ANAR_CETE,ANAR_CHFU,ANAR_CHMI,ANAR_COSQ,ANAR_FRPU,ANAR_HOMA,ANAR_LEMA,ANAR_LYTR,ANAR_MEEL,ANAR_MEPO,ANAR_MESU,ANAR_PAIN,ANAR_PLCO,ANAR_POMA,ANAR_POMO,ANAR_PUPA,ANAR_RAPE,ANAR_SASO,ANAR_SCLA,ANAR_SOAS,ANAR_SPRU,ANAR_SUSP,BEMA_CETE,BEMA_CHFU,BEMA_CHMI,BEMA_COSQ,BEMA_FRPU,BEMA_HOMA,BEMA_LEMA,BEMA_LYTR,BEMA_MEEL,BEMA_MEPO,BEMA_MESU,BEMA_PAIN,BEMA_PLCO,BEMA_POMA,BEMA_POMO,BEMA_PUPA,BEMA_RAPE,BEMA_SASO,BEMA_SCLA,BEMA_SOAS,BEMA_SPRU,BEMA_SUSP,CETE_CHFU,CETE_CHMI,CETE_COSQ,CETE_FRPU,CETE_HOMA,CETE_LEMA,CETE_LYTR,CETE_MEEL,CETE_MEPO,CETE_MESU,CETE_PAIN,CETE_PLCO,CETE_POMA,CETE_POMO,CETE_PUPA,CETE_RAPE,CETE_SASO,CETE_SCLA,CETE_SOAS,CETE_SPRU,CETE_SUSP,CHFU_CHMI,CHFU_COSQ,CHFU_FRPU,CHFU_HOMA,CHFU_LEMA,CHFU_LYTR,CHFU_MEEL,CHFU_MEPO,CHFU_MESU,CHFU_PAIN,CHFU_PLCO,CHFU_POMA,CHFU_POMO,CHFU_PUPA,CHFU_RAPE,CHFU_SASO,CHFU_SCLA,CHFU_SOAS,CHFU_SPRU,CHFU_SUSP,CHMI_COSQ,CHMI_FRPU,CHMI_HOMA,CHMI_LEMA,CHMI_LYTR,CHMI_MEEL,CHMI_MEPO,CHMI_MESU,CHMI_PAIN,CHMI_PLCO,CHMI_POMA,CHMI_POMO,CHMI_PUPA,CHMI_RAPE,CHMI_SASO,CHMI_SCLA,CHMI_SOAS,CHMI_SPRU,CHMI_SUSP,COSQ_FRPU,COSQ_HOMA,COSQ_LEMA,COSQ_LYTR,COSQ_MEEL,COSQ_MEPO,COSQ_MESU,COSQ_PAIN,COSQ_PLCO,COSQ_POMA,COSQ_POMO,COSQ_PUPA,COSQ_RAPE,COSQ_SASO,COSQ_SCLA,COSQ_SOAS,COSQ_SPRU,COSQ_SUSP,FRPU_HOMA,FRPU_LEMA,FRPU_LYTR,FRPU_MEEL,FRPU_MEPO,FRPU_MESU,FRPU_PAIN,FRPU_PLCO,FRPU_POMA,FRPU_POMO,FRPU_PUPA,FRPU_RAPE,FRPU_SASO,FRPU_SCLA,FRPU_SOAS,FRPU_SPRU,FRPU_SUSP,HOMA_LEMA,HOMA_LYTR,HOMA_MEEL,HOMA_MEPO,HOMA_MESU,HOMA_PAIN,HOMA_PLCO,HOMA_POMA,HOMA_POMO,HOMA_PUPA,HOMA_RAPE,HOMA_SASO,HOMA_SCLA,HOMA_SOAS,HOMA_SPRU,HOMA_SUSP,LEMA_LYTR,LEMA_MEEL,LEMA_MEPO,LEMA_MESU,LEMA_PAIN,LEMA_PLCO,LEMA_POMA,LEMA_POMO,LEMA_PUPA,LEMA_RAPE,LEMA_SASO,LEMA_SCLA,LEMA_SOAS,LEMA_SPRU,LEMA_SUSP,LYTR_MEEL,LYTR_MEPO,LYTR_MESU,LYTR_PAIN,LYTR_PLCO,LYTR_POMA,LYTR_POMO,LYTR_PUPA,LYTR_RAPE,LYTR_SASO,LYTR_SCLA,LYTR_SOAS,LYTR_SPRU,LYTR_SUSP,MEEL_MEPO,MEEL_MESU,MEEL_PAIN,MEEL_PLCO,MEEL_POMA,MEEL_POMO,MEEL_PUPA,MEEL_RAPE,MEEL_SASO,MEEL_SCLA,MEEL_SOAS,MEEL_SPRU,MEEL_SUSP,MEPO_MESU,MEPO_PAIN,MEPO_PLCO,MEPO_POMA,MEPO_POMO,MEPO_PUPA,MEPO_RAPE,MEPO_SASO,MEPO_SCLA,MEPO_SOAS,MEPO_SPRU,MEPO_SUSP,MESU_PAIN,MESU_PLCO,MESU_POMA,MESU_POMO,MESU_PUPA,MESU_RAPE,MESU_SASO,MESU_SCLA,MESU_SOAS,MESU_SPRU,MESU_SUSP,PAIN_PLCO,PAIN_POMA,PAIN_POMO,PAIN_PUPA,PAIN_RAPE,PAIN_SASO,PAIN_SCLA,PAIN_SOAS,PAIN_SPRU,PAIN_SUSP,PLCO_POMA,PLCO_POMO,PLCO_PUPA,PLCO_RAPE,PLCO_SASO,PLCO_SCLA,PLCO_SOAS,PLCO_SPRU,PLCO_SUSP,POMA_POMO,POMA_PUPA,POMA_RAPE,POMA_SASO,POMA_SCLA,POMA_SOAS,POMA_SPRU,POMA_SUSP,POMO_PUPA,POMO_RAPE,POMO_SASO,POMO_SCLA,POMO_SOAS,POMO_SPRU,POMO_SUSP,PUPA_RAPE,PUPA_SASO,PUPA_SCLA,PUPA_SOAS,PUPA_SPRU,PUPA_SUSP,RAPE_SASO,RAPE_SCLA,RAPE_SOAS,RAPE_SPRU,RAPE_SUSP,SASO_SCLA,SASO_SOAS,SASO_SPRU,SASO_SUSP,SCLA_SOAS,SCLA_SPRU,SCLA_SUSP,SOAS_SPRU,SOAS_SUSP,SPRU_SUSP",10,"Aelia_spp,Aiolopus_strepens,Cleta_ramosaria_larva,Cochlicella_barbara,Coscinia_spp_larva,Geometridae_larva,Lasiocampa_trifolii_larva,Lepidoptera_larva,Tessellana_tessellata,Theba_pisana",87,"BEMA_Aelia_spp,BEMA_Aiolopus_strepens,BEMA_Cochlicella_barbara,BEMA_Geometridae_larva,BEMA_Lasiocampa_trifolii_larva,BEMA_Tessellana_tessellata,BEMA_Theba_pisana,CETE_Aiolopus_strepens,CETE_Cochlicella_barbara,CETE_Lasiocampa_trifolii_larva,CETE_Tessellana_tessellata,CETE_Theba_pisana,CHFU_Cochlicella_barbara,CHFU_Lasiocampa_trifolii_larva,CHFU_Lepidoptera_larva,CHFU_Tessellana_tessellata,CHFU_Theba_pisana,CHMI_Aelia_spp,CHMI_Aiolopus_strepens,CHMI_Cochlicella_barbara,CHMI_Lasiocampa_trifolii_larva,CHMI_Lepidoptera_larva,CHMI_Tessellana_tessellata,CHMI_Theba_pisana,LEMA_Aelia_spp,LEMA_Aiolopus_strepens,LEMA_Cochlicella_barbara,LEMA_Coscinia_spp_larva,LEMA_Lasiocampa_trifolii_larva,LEMA_Tessellana_tessellata,LEMA_Theba_pisana,MEEL_Aelia_spp,MEEL_Cochlicella_barbara,MEEL_Tessellana_tessellata,MEPO_Cochlicella_barbara,MEPO_Lasiocampa_trifolii_larva,MEPO_Tessellana_tessellata,MEPO_Theba_pisana,MESU_Aiolopus_strepens,MESU_Cochlicella_barbara,MESU_Lasiocampa_trifolii_larva,MESU_Tessellana_tessellata,MESU_Theba_pisana,PAIN_Aelia_spp,PAIN_Aiolopus_strepens,PAIN_Cochlicella_barbara,PAIN_Lasiocampa_trifolii_larva,PAIN_Lepidoptera_larva,PAIN_Tessellana_tessellata,PAIN_Theba_pisana,PLCO_Aelia_spp,PLCO_Cochlicella_barbara,PLCO_Lasiocampa_trifolii_larva,PLCO_Tessellana_tessellata,PLCO_Theba_pisana,POMA_Aelia_spp,POMA_Aiolopus_strepens,POMA_Cochlicella_barbara,POMA_Lasiocampa_trifolii_larva,POMA_Tessellana_tessellata,POMA_Theba_pisana,POMO_Lasiocampa_trifolii_larva,PUPA_Aelia_spp,PUPA_Aiolopus_strepens,PUPA_Cochlicella_barbara,PUPA_Lasiocampa_trifolii_larva,PUPA_Tessellana_tessellata,SASO_Aelia_spp,SASO_Cochlicella_barbara,SASO_Lasiocampa_trifolii_larva,SASO_Tessellana_tessellata,SASO_Theba_pisana,SCLA_Tessellana_tessellata,SOAS_Cochlicella_barbara,SOAS_Tessellana_tessellata,SOAS_Theba_pisana,SPRU_Cochlicella_barbara,SPRU_Theba_pisana,HOMA_Aelia_spp,HOMA_Aiolopus_strepens,HOMA_Cleta_ramosaria_larva,HOMA_Cochlicella_barbara,HOMA_Coscinia_spp_larva,HOMA_Geometridae_larva,HOMA_Lasiocampa_trifolii_larva,HOMA_Tessellana_tessellata,HOMA_Theba_pisana",0,0,0,0,NA,NA,NA,NA,NA,NA
"3","HOMA",2021,"code.plant",24,"ACHI,ANAR,BEMA,CETE,CHFU,CHMI,COSQ,FRPU,LEMA,LYTR,MEEL,MEPO,MESU,PAIN,PLCO,POMA,POMO,PUPA,RAPE,SASO,SCLA,SOAS,SPRU,SUSP",300,"ACHI_ANAR,ACHI_BEMA,ACHI_CETE,ACHI_CHFU,ACHI_CHMI,ACHI_COSQ,ACHI_FRPU,ACHI_HOMA,ACHI_LEMA,ACHI_LYTR,ACHI_MEEL,ACHI_MEPO,ACHI_MESU,ACHI_PAIN,ACHI_PLCO,ACHI_POMA,ACHI_POMO,ACHI_PUPA,ACHI_RAPE,ACHI_SASO,ACHI_SCLA,ACHI_SOAS,ACHI_SPRU,ACHI_SUSP,ANAR_BEMA,ANAR_CETE,ANAR_CHFU,ANAR_CHMI,ANAR_COSQ,ANAR_FRPU,ANAR_HOMA,ANAR_LEMA,ANAR_LYTR,ANAR_MEEL,ANAR_MEPO,ANAR_MESU,ANAR_PAIN,ANAR_PLCO,ANAR_POMA,ANAR_POMO,ANAR_PUPA,ANAR_RAPE,ANAR_SASO,ANAR_SCLA,ANAR_SOAS,ANAR_SPRU,ANAR_SUSP,BEMA_CETE,BEMA_CHFU,BEMA_CHMI,BEMA_COSQ,BEMA_FRPU,BEMA_HOMA,BEMA_LEMA,BEMA_LYTR,BEMA_MEEL,BEMA_MEPO,BEMA_MESU,BEMA_PAIN,BEMA_PLCO,BEMA_POMA,BEMA_POMO,BEMA_PUPA,BEMA_RAPE,BEMA_SASO,BEMA_SCLA,BEMA_SOAS,BEMA_SPRU,BEMA_SUSP,CETE_CHFU,CETE_CHMI,CETE_COSQ,CETE_FRPU,CETE_HOMA,CETE_LEMA,CETE_LYTR,CETE_MEEL,CETE_MEPO,CETE_MESU,CETE_PAIN,CETE_PLCO,CETE_POMA,CETE_POMO,CETE_PUPA,CETE_RAPE,CETE_SASO,CETE_SCLA,CETE_SOAS,CETE_SPRU,CETE_SUSP,CHFU_CHMI,CHFU_COSQ,CHFU_FRPU,CHFU_HOMA,CHFU_LEMA,CHFU_LYTR,CHFU_MEEL,CHFU_MEPO,CHFU_MESU,CHFU_PAIN,CHFU_PLCO,CHFU_POMA,CHFU_POMO,CHFU_PUPA,CHFU_RAPE,CHFU_SASO,CHFU_SCLA,CHFU_SOAS,CHFU_SPRU,CHFU_SUSP,CHMI_COSQ,CHMI_FRPU,CHMI_HOMA,CHMI_LEMA,CHMI_LYTR,CHMI_MEEL,CHMI_MEPO,CHMI_MESU,CHMI_PAIN,CHMI_PLCO,CHMI_POMA,CHMI_POMO,CHMI_PUPA,CHMI_RAPE,CHMI_SASO,CHMI_SCLA,CHMI_SOAS,CHMI_SPRU,CHMI_SUSP,COSQ_FRPU,COSQ_HOMA,COSQ_LEMA,COSQ_LYTR,COSQ_MEEL,COSQ_MEPO,COSQ_MESU,COSQ_PAIN,COSQ_PLCO,COSQ_POMA,COSQ_POMO,COSQ_PUPA,COSQ_RAPE,COSQ_SASO,COSQ_SCLA,COSQ_SOAS,COSQ_SPRU,COSQ_SUSP,FRPU_HOMA,FRPU_LEMA,FRPU_LYTR,FRPU_MEEL,FRPU_MEPO,FRPU_MESU,FRPU_PAIN,FRPU_PLCO,FRPU_POMA,FRPU_POMO,FRPU_PUPA,FRPU_RAPE,FRPU_SASO,FRPU_SCLA,FRPU_SOAS,FRPU_SPRU,FRPU_SUSP,HOMA_LEMA,HOMA_LYTR,HOMA_MEEL,HOMA_MEPO,HOMA_MESU,HOMA_PAIN,HOMA_PLCO,HOMA_POMA,HOMA_POMO,HOMA_PUPA,HOMA_RAPE,HOMA_SASO,HOMA_SCLA,HOMA_SOAS,HOMA_SPRU,HOMA_SUSP,LEMA_LYTR,LEMA_MEEL,LEMA_MEPO,LEMA_MESU,LEMA_PAIN,LEMA_PLCO,LEMA_POMA,LEMA_POMO,LEMA_PUPA,LEMA_RAPE,LEMA_SASO,LEMA_SCLA,LEMA_SOAS,LEMA_SPRU,LEMA_SUSP,LYTR_MEEL,LYTR_MEPO,LYTR_MESU,LYTR_PAIN,LYTR_PLCO,LYTR_POMA,LYTR_POMO,LYTR_PUPA,LYTR_RAPE,LYTR_SASO,LYTR_SCLA,LYTR_SOAS,LYTR_SPRU,LYTR_SUSP,MEEL_MEPO,MEEL_MESU,MEEL_PAIN,MEEL_PLCO,MEEL_POMA,MEEL_POMO,MEEL_PUPA,MEEL_RAPE,MEEL_SASO,MEEL_SCLA,MEEL_SOAS,MEEL_SPRU,MEEL_SUSP,MEPO_MESU,MEPO_PAIN,MEPO_PLCO,MEPO_POMA,MEPO_POMO,MEPO_PUPA,MEPO_RAPE,MEPO_SASO,MEPO_SCLA,MEPO_SOAS,MEPO_SPRU,MEPO_SUSP,MESU_PAIN,MESU_PLCO,MESU_POMA,MESU_POMO,MESU_PUPA,MESU_RAPE,MESU_SASO,MESU_SCLA,MESU_SOAS,MESU_SPRU,MESU_SUSP,PAIN_PLCO,PAIN_POMA,PAIN_POMO,PAIN_PUPA,PAIN_RAPE,PAIN_SASO,PAIN_SCLA,PAIN_SOAS,PAIN_SPRU,PAIN_SUSP,PLCO_POMA,PLCO_POMO,PLCO_PUPA,PLCO_RAPE,PLCO_SASO,PLCO_SCLA,PLCO_SOAS,PLCO_SPRU,PLCO_SUSP,POMA_POMO,POMA_PUPA,POMA_RAPE,POMA_SASO,POMA_SCLA,POMA_SOAS,POMA_SPRU,POMA_SUSP,POMO_PUPA,POMO_RAPE,POMO_SASO,POMO_SCLA,POMO_SOAS,POMO_SPRU,POMO_SUSP,PUPA_RAPE,PUPA_SASO,PUPA_SCLA,PUPA_SOAS,PUPA_SPRU,PUPA_SUSP,RAPE_SASO,RAPE_SCLA,RAPE_SOAS,RAPE_SPRU,RAPE_SUSP,SASO_SCLA,SASO_SOAS,SASO_SPRU,SASO_SUSP,SCLA_SOAS,SCLA_SPRU,SCLA_SUSP,SOAS_SPRU,SOAS_SUSP,SPRU_SUSP",9,"Aelia_spp,Agapanthia_annularis,Aiolopus_strepens,Cochlicella_barbara,Dociostaurus_jagoi,Lasiocampa_trifolii_larva,Lepidoptera_sp_green_naked_larva,Tessellana_tessellata,Theba_pisana",61,"BEMA_Agapanthia_annularis,BEMA_Cochlicella_barbara,BEMA_Theba_pisana,CETE_Cochlicella_barbara,CETE_Lasiocampa_trifolii_larva,CETE_Tessellana_tessellata,CETE_Theba_pisana,CHFU_Aelia_spp,CHFU_Cochlicella_barbara,CHFU_Lasiocampa_trifolii_larva,CHFU_Theba_pisana,CHMI_Cochlicella_barbara,CHMI_Theba_pisana,LEMA_Aelia_spp,LEMA_Aiolopus_strepens,LEMA_Cochlicella_barbara,LEMA_Lasiocampa_trifolii_larva,LEMA_Lepidoptera_sp_green_naked_larva,LEMA_Tessellana_tessellata,LEMA_Theba_pisana,MEEL_Cochlicella_barbara,MEEL_Theba_pisana,MEPO_Theba_pisana,MESU_Cochlicella_barbara,MESU_Lepidoptera_sp_green_naked_larva,MESU_Tessellana_tessellata,MESU_Theba_pisana,PAIN_Agapanthia_annularis,PAIN_Cochlicella_barbara,PAIN_Lasiocampa_trifolii_larva,PAIN_Tessellana_tessellata,PAIN_Theba_pisana,PLCO_Cochlicella_barbara,PLCO_Theba_pisana,POMA_Cochlicella_barbara,POMA_Tessellana_tessellata,POMA_Theba_pisana,POMO_Theba_pisana,SASO_Cochlicella_barbara,SASO_Lasiocampa_trifolii_larva,SASO_Tessellana_tessellata,SASO_Theba_pisana,SCLA_Cochlicella_barbara,SCLA_Lasiocampa_trifolii_larva,SCLA_Tessellana_tessellata,SCLA_Theba_pisana,SOAS_Cochlicella_barbara,SOAS_Dociostaurus_jagoi,SOAS_Tessellana_tessellata,SOAS_Theba_pisana,SPRU_Cochlicella_barbara,SPRU_Theba_pisana,HOMA_Aelia_spp,HOMA_Agapanthia_annularis,HOMA_Aiolopus_strepens,HOMA_Cochlicella_barbara,HOMA_Dociostaurus_jagoi,HOMA_Lasiocampa_trifolii_larva,HOMA_Lepidoptera_sp_green_naked_larva,HOMA_Tessellana_tessellata,HOMA_Theba_pisana",0,0,0,0,1,"Lepidoptera",4,"BEMA_Lepidoptera,LEMA_Lepidoptera,SOAS_Lepidoptera,HOMA_Lepidoptera",0,0
