year,plot,subplot,focal,plant_simple,fruits.panicle,seeds.fruit,ID,no.viable.seeds,total.seeds,person.who.counts,average,redondeo,observers
2019,7,D3,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,7,D4,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,7,D5,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,7,D6,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,7,E1,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,7,E2,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,7,E3,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,7,E4,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,7,E5,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,7,E6,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,7,F1,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,7,F2,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,7,F3,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,7,F4,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,7,F5,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,7,F6,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,A1,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,A2,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,A3,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,A4,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,A5,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,A6,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,B1,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,B2,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,B3,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,B4,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,B5,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,B6,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,C1,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,C2,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,C3,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,C4,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,C5,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,C6,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,D1,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,D2,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,D3,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,D4,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,D5,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,D6,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,E1,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,E2,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,E3,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,E4,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,E5,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,E6,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,F1,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,F2,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,F3,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,F4,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,F5,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,8,F6,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,A1,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,A2,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,A3,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,A4,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,A5,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,A6,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,B1,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,B2,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,B3,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,B4,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,B5,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,B6,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,C1,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,C2,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,C3,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,C4,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,C5,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,C6,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,D1,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,D2,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,D3,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,D4,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,D5,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,D6,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,E1,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,E2,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,E3,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,E4,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,E5,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,E6,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,F1,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,F2,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,F3,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,F4,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,F5,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,9,F6,CHMI,CHMI,0,0,NA,NA,NA,NA,NA,NA,NA
2019,NA,NA,LEMA,NA,NA,38,1,56,94,Maria,63.6,64,
2019,NA,NA,LEMA,NA,NA,57,2,13,70,Maria,NA,NA,
2019,NA,NA,LEMA,NA,NA,45,3,13,58,Maria,NA,NA,
2019,NA,NA,LEMA,NA,NA,35,4,48,83,Maria,NA,NA,
2019,NA,NA,LEMA,NA,NA,50,5,2,52,Maria,NA,NA,
2019,NA,NA,LEMA,NA,NA,30,6,25,55,Maria,NA,NA,
2019,NA,NA,LEMA,NA,NA,38,7,5,43,Maria,NA,NA,
2019,NA,NA,LEMA,NA,NA,80,8,14,94,Maria,NA,NA,
2019,NA,NA,LEMA,NA,NA,51,9,17,68,Maria,NA,NA,
2019,NA,NA,LEMA,NA,NA,19,10,0,19,Maria,NA,NA,
2019,NA,NA,CHFU,NA,NA,82,1,7,89,Maria,75.8,76,
2019,NA,NA,CHFU,NA,NA,59,2,9,68,Maria,NA,NA,
2019,NA,NA,CHFU,NA,NA,68,3,4,72,Maria,NA,NA,
2019,NA,NA,CHFU,NA,NA,88,4,17,105,Maria,NA,NA,
2019,NA,NA,CHFU,NA,NA,50,5,8,58,Maria,NA,NA,
2019,NA,NA,CHFU,NA,NA,106,6,5,111,Maria,NA,NA,
2019,NA,NA,CHFU,NA,NA,5,7,0,5,Maria,NA,NA,
2019,NA,NA,CHFU,NA,NA,75,8,5,80,Maria,NA,NA,
2019,NA,NA,CHFU,NA,NA,59,9,15,74,Maria,NA,NA,
2019,NA,NA,CHFU,NA,NA,89,10,7,96,Maria,NA,NA,
2019,NA,NA,PUPA,NA,NA,0,1,37,37,Maria,34.7,35,In PUPA most of the seeds were empy and white. I checked them with the magnifying glass. 
2019,NA,NA,PUPA,NA,NA,3,2,47,50,Maria,NA,NA,
2019,NA,NA,PUPA,NA,NA,3,3,35,38,Maria,NA,NA,
2019,NA,NA,PUPA,NA,NA,2,4,56,58,Maria,NA,NA,
2019,NA,NA,PUPA,NA,NA,0,5,6,6,Maria,NA,NA,
2019,NA,NA,PUPA,NA,NA,11,6,10,21,Maria,NA,NA,
2019,NA,NA,PUPA,NA,NA,1,7,33,34,Maria,NA,NA,
2019,NA,NA,PUPA,NA,NA,0,8,32,32,Maria,NA,NA,
2019,NA,NA,PUPA,NA,NA,1,9,38,39,Maria,NA,NA,
2019,NA,NA,PUPA,NA,NA,4,10,28,32,Maria,NA,NA,
2019,NA,NA,PLCO,NA,NA,57,1,NA,57,Maria,128.5555556,129,
2019,NA,NA,PLCO,NA,NA,132,2,NA,132,Maria,NA,NA,
2019,NA,NA,PLCO,NA,NA,102,3,NA,102,Maria,NA,NA,
2019,NA,NA,PLCO,NA,NA,144,4,NA,144,Maria,NA,NA,
2019,NA,NA,PLCO,NA,NA,200,5,NA,200,Maria,NA,NA,
2019,NA,NA,PLCO,NA,NA,152,6,NA,152,Maria,NA,NA,
2019,NA,NA,PLCO,NA,NA,105,7,NA,105,Maria,NA,NA,
2019,NA,NA,PLCO,NA,NA,97,8,NA,97,Maria,NA,NA,
2019,NA,NA,PLCO,NA,NA,168,9,NA,168,Maria,NA,NA,
2019,NA,NA,MESU,NA,NA,1,1,NA,1,Maria,1,1,
2019,NA,NA,MESU,NA,NA,1,2,NA,1,Maria,NA,NA,
2019,NA,NA,MESU,NA,NA,1,3,NA,1,Maria,NA,NA,
2019,NA,NA,MESU,NA,NA,1,4,NA,1,Maria,NA,NA,
2019,NA,NA,MESU,NA,NA,1,5,NA,1,Maria,NA,NA,
2019,NA,NA,MESU,NA,NA,1,6,NA,1,Maria,NA,NA,
2019,NA,NA,MESU,NA,NA,1,7,NA,1,Maria,NA,NA,
2019,NA,NA,MESU,NA,NA,1,8,NA,1,Maria,NA,NA,
2019,NA,NA,MESU,NA,NA,1,9,NA,1,Maria,NA,NA,
2019,NA,NA,SCLA,NA,NA,34,1,0,34,Maria,35,35,
2019,NA,NA,SCLA,NA,NA,42,2,3,45,Maria,NA,NA,
2019,NA,NA,SCLA,NA,NA,38,3,0,38,Maria,NA,NA,
2019,NA,NA,SCLA,NA,NA,49,4,3,52,Maria,NA,NA,
2019,NA,NA,SCLA,NA,NA,28,5,0,28,Maria,NA,NA,
2019,NA,NA,SCLA,NA,NA,29,6,0,29,Maria,NA,NA,
2019,NA,NA,SCLA,NA,NA,18,7,0,18,Maria,NA,NA,
2019,NA,NA,SCLA,NA,NA,36,8,0,36,Maria,NA,NA,
2019,NA,NA,SPRU,NA,NA,32,1,NA,32,Maria,28.75,29,
2019,NA,NA,SPRU,NA,NA,42,2,NA,42,Maria,NA,NA,
2019,NA,NA,SPRU,NA,NA,18,3,NA,18,Maria,NA,NA,
2019,NA,NA,SPRU,NA,NA,17,4,NA,17,Maria,NA,NA,
2019,NA,NA,SPRU,NA,NA,27,5,NA,27,Maria,NA,NA,
2019,NA,NA,SPRU,NA,NA,40,6,NA,40,Maria,NA,NA,
2019,NA,NA,SPRU,NA,NA,31,7,NA,31,Maria,NA,NA,
2019,NA,NA,SPRU,NA,NA,23,8,NA,23,Maria,NA,NA,
2019,NA,NA,MEEL,NA,NA,1,1,NA,1,Maria,1,1,
2019,NA,NA,MEEL,NA,NA,1,2,NA,1,Maria,NA,NA,
2019,NA,NA,MEEL,NA,NA,1,3,NA,1,Maria,NA,NA,
2019,NA,NA,MEEL,NA,NA,1,4,NA,1,Maria,NA,NA,
2019,NA,NA,MEEL,NA,NA,1,5,NA,1,Maria,NA,NA,
2019,NA,NA,POMO,NA,NA,142,1,NA,142,Maria,124.3333333,124,
2019,NA,NA,POMO,NA,NA,134,2,NA,134,Maria,NA,NA,
2019,NA,NA,POMO,NA,NA,90,3,NA,90,Maria,NA,NA,
2019,NA,NA,POMO,NA,NA,142,4,NA,142,Maria,NA,NA,
2019,NA,NA,POMO,NA,NA,244,5,NA,244,Maria,NA,NA,
2019,NA,NA,POMO,NA,NA,108,6,NA,108,Maria,NA,NA,
2019,NA,NA,POMO,NA,NA,83,7,NA,83,Maria,NA,NA,
2019,NA,NA,POMO,NA,NA,62,8,NA,62,Maria,NA,NA,
2019,NA,NA,POMO,NA,NA,114,9,NA,114,Maria,NA,NA,
2019,NA,NA,BEMA,NA,NA,7,1,NA,7,Maria,9.111111111,9,
2019,NA,NA,BEMA,NA,NA,5,2,NA,5,Maria,NA,NA,
2019,NA,NA,BEMA,NA,NA,10,3,NA,10,Maria,NA,NA,
2019,NA,NA,BEMA,NA,NA,4,4,NA,4,Maria,NA,NA,
2019,NA,NA,BEMA,NA,NA,10,5,NA,10,Maria,NA,NA,
2019,NA,NA,BEMA,NA,NA,26,6,NA,26,Maria,NA,NA,
2019,NA,NA,BEMA,NA,NA,4,7,NA,4,Maria,NA,NA,
2019,NA,NA,BEMA,NA,NA,8,8,NA,8,Maria,NA,NA,
2019,NA,NA,BEMA,NA,NA,8,9,NA,8,Maria,NA,NA,
2019,NA,NA,HOMA,NA,NA,25,1,NA,25,Maria,23.33333333,23,
2019,NA,NA,HOMA,NA,NA,21,2,NA,21,Maria,NA,NA,
2019,NA,NA,HOMA,NA,NA,36,3,NA,36,Maria,NA,NA,
2019,NA,NA,HOMA,NA,NA,26,4,NA,26,Maria,NA,NA,
2019,NA,NA,HOMA,NA,NA,14,5,NA,14,Maria,NA,NA,
2019,NA,NA,HOMA,NA,NA,24,6,NA,24,Maria,NA,NA,
2019,NA,NA,HOMA,NA,NA,24,7,NA,24,Maria,NA,NA,
2019,NA,NA,HOMA,NA,NA,18,8,NA,18,Maria,NA,NA,
2019,NA,NA,HOMA,NA,NA,22,9,NA,22,Maria,NA,NA,
2019,NA,NA,POMA,NA,NA,1376,1,NA,1376,Maria,827.5,828,
2019,NA,NA,POMA,NA,NA,280,2,NA,280,Maria,NA,NA,
2019,NA,NA,POMA,NA,NA,192,3,NA,192,Maria,NA,NA,
2019,NA,NA,POMA,NA,NA,640,4,NA,640,Maria,NA,NA,
2019,NA,NA,POMA,NA,NA,172,5,NA,172,Maria,NA,NA,
2019,NA,NA,POMA,NA,NA,1040,6,NA,1040,Maria,NA,NA,
2019,NA,NA,POMA,NA,NA,320,7,NA,320,Maria,NA,NA,
2019,NA,NA,POMA,NA,NA,2600,8,NA,2600,Maria,NA,NA,
2019,NA,NA,PAIN,NA,NA,40,1,NA,40,Maria,29.88888889,30,
2019,NA,NA,PAIN,NA,NA,22,2,NA,22,Maria,NA,NA,
2019,NA,NA,PAIN,NA,NA,33,3,NA,33,Maria,NA,NA,
2019,NA,NA,PAIN,NA,NA,22,4,NA,22,Maria,NA,NA,
2019,NA,NA,PAIN,NA,NA,31,5,NA,31,Maria,NA,NA,
2019,NA,NA,PAIN,NA,NA,21,6,NA,21,Maria,NA,NA,
2019,NA,NA,PAIN,NA,NA,38,7,NA,38,Maria,NA,NA,
2019,NA,NA,PAIN,NA,NA,26,8,NA,26,Maria,NA,NA,
2019,NA,NA,PAIN,NA,NA,36,9,NA,36,Maria,NA,NA,
2019,NA,NA,SOAS,NA,NA,50,1,NA,50,Maxime,43,43,
2019,NA,NA,SOAS,NA,NA,17,2,NA,17,Maxime,NA,NA,
2019,NA,NA,SOAS,NA,NA,37,3,NA,37,Maxime,NA,NA,
2019,NA,NA,SOAS,NA,NA,63,4,NA,63,Maxime,NA,NA,
2019,NA,NA,SOAS,NA,NA,64,5,NA,64,Maxime,NA,NA,
2019,NA,NA,SOAS,NA,NA,69,6,NA,69,Maxime,NA,NA,
2019,NA,NA,SOAS,NA,NA,50,7,NA,50,Maxime,NA,NA,
2019,NA,NA,SOAS,NA,NA,5,8,NA,5,Maxime,NA,NA,
2019,NA,NA,SOAS,NA,NA,32,9,NA,32,Maxime,NA,NA,
2019,NA,NA,CETE,NA,NA,550,1,NA,550,Maxime,360,360,
2019,NA,NA,CETE,NA,NA,750,2,NA,750,Maxime,NA,NA,
2019,NA,NA,CETE,NA,NA,340,3,NA,340,Maxime,NA,NA,
2019,NA,NA,CETE,NA,NA,350,4,NA,350,Maxime,NA,NA,
2019,NA,NA,CETE,NA,NA,400,5,NA,400,Maxime,NA,NA,
2019,NA,NA,CETE,NA,NA,40,6,NA,40,Maxime,NA,NA,
2019,NA,NA,CETE,NA,NA,100,7,NA,100,Maxime,NA,NA,
2019,NA,NA,CETE,NA,NA,370,8,NA,370,Maxime,NA,NA,
2019,NA,NA,CETE,NA,NA,340,9,NA,340,Maxime,NA,NA,
