year,month,day,plot,subplot,focal,fruit,BEMA,CETE,CHFU,CHMI,COSQ,FRPU,HOMA,LEMA,LYTR,MEEL,MEPO,MESU,PAIN,PLCO,POMA,POMO,PUPA,RAPE,SASO,SCLA,SOAS,SPRU,SUSP
2019,5,1,7,E5,POMA,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,2,0
2019,5,1,7,E6,MESU,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2019,5,1,7,E6,POMA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0
2019,5,1,7,F1,POMA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0
2019,5,1,7,F2,POMA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0
2019,5,1,7,F3,POMA,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0
2019,5,1,7,F4,POMA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0
2019,5,1,7,F5,POMA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,2,0,0,0,0
2019,5,1,7,F6,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0
2019,5,1,8,A1,POMA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0
2019,5,1,8,A2,POMA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0
2019,5,1,8,A3,POMA,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0
2019,5,1,8,A4,MESU,500,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,5,0,0,0,0,0,0
2019,5,1,8,A4,POMA,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
2019,5,1,8,A5,MESU,390,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0
2019,5,1,8,A5,POMA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0
2019,5,1,8,A6,MESU,500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0
2019,5,1,8,A6,POMA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0
2019,5,1,8,B1,POMA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
2019,5,1,8,B2,MESU,400,0,2,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0
2019,5,1,8,B2,POMA,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
2019,5,1,8,B3,MESU,500,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2019,5,1,8,B3,POMA,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
2019,5,1,8,B4,MESU,500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,3,0,0,0,0
2019,5,1,8,B4,POMA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0
2019,5,1,8,B5,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,2,0,0,0,0,0,0
2019,5,1,8,B6,POMA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0
2019,5,1,8,C1,POMA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0
2019,5,1,8,C2,POMA,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,0,2,0,0,0,0,0,0
2019,5,1,8,C3,MESU,350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0
2019,5,1,8,C3,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
2019,5,1,8,C4,POMA,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0
2019,5,1,8,C5,MESU,500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0
2019,5,1,8,C5,POMA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0
2019,5,1,8,C6,POMA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,1,0
2019,5,1,8,D1,POMA,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,1,0
2019,5,1,8,D2,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0
2019,5,1,8,D3,POMA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0
2019,5,1,8,D4,MESU,500,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,5,0,0,0,0,0,0
2019,5,1,8,D4,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0
2019,5,1,8,D5,POMA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0
2019,5,1,8,D6,MESU,450,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0
2019,5,1,8,D6,POMA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,2,0,0,0,0,0,0
2019,5,1,8,E1,MESU,500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0
2019,5,1,8,E1,POMA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
2019,5,1,8,E2,POMA,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0
2019,5,1,8,E3,MESU,450,2,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0
2019,5,1,8,E3,POMA,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,2,0,0,0,0,1,0
2019,5,1,8,E4,POMA,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0
2019,5,1,8,E5,MESU,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0
2019,5,1,8,E5,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0
2019,5,1,8,E6,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0
2019,5,1,8,F1,POMA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0
2019,5,1,8,F2,POMA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0
2019,5,1,8,F3,POMA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2019,5,1,8,F4,POMA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0
2019,5,1,8,F5,POMA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0
2019,5,1,8,F6,POMA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0
2019,5,1,9,A1,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0
2019,5,1,9,A2,MESU,20,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0
2019,5,1,9,A2,POMA,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0
2019,5,1,9,A3,MESU,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0
2019,5,1,9,A3,POMA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,0,0,0,0,0,0
2019,5,1,9,A4,MESU,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0
2019,5,1,9,A4,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0
2019,5,1,9,A5,MESU,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
2019,5,1,9,A5,POMA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0
2019,5,1,9,A6,MESU,300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,4,2,0,0,0,0,0,0
2019,5,1,9,A6,POMA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0
2019,5,1,9,B1,MESU,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0
2019,5,1,9,B1,POMA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,3,0,0,0,0,0,0,0
2019,5,1,9,B2,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0
2019,5,1,9,B3,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0
2019,5,1,9,B4,MESU,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
2019,5,1,9,B4,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0
2019,5,1,9,B5,MESU,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0
2019,5,1,9,B5,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
2019,5,1,9,B6,MESU,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,1,9,B6,POMA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0
2019,5,1,9,C1,POMA,1,0,0,0,0,0,0,10,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0
2019,5,1,9,C2,MESU,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0
2019,5,1,9,C2,POMA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,0,0,0,0,0,0
2019,5,1,9,C3,POMA,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0
2019,5,1,9,C4,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0
2019,5,1,9,C5,MESU,140,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,0,0,0,0,0,0,0
2019,5,1,9,C5,POMA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,2,1,0,0,0,0,0,0
2019,5,1,9,C6,MESU,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0
2019,5,1,9,C6,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0
2019,5,1,9,D1,POMA,1,0,0,0,0,0,0,10,0,0,0,0,0,2,0,8,1,1,0,0,0,0,0,0
2019,5,1,9,D2,POMA,1,0,0,0,0,0,0,8,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0
2019,5,1,9,D3,POMA,1,0,0,0,0,0,0,10,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0
2019,5,1,9,D4,MESU,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,1,9,D4,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,2,0,0,0,0,0,0,0
2019,5,1,9,D5,MESU,180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0
2019,5,1,9,D5,POMA,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0
2019,5,1,9,D6,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,1,0,0,0
2019,5,1,9,E1,POMA,1,0,0,0,0,0,0,20,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0
2019,5,1,9,E2,POMA,1,1,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2019,5,1,9,E3,POMA,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2019,5,1,9,E4,POMA,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
2019,5,1,9,E5,POMA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0
2019,5,1,9,E6,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,2,2,0,0,0,0,0,0
2019,5,1,9,F1,POMA,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,5,1,9,F2,POMA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0
2019,5,1,9,F5,POMA,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2019,5,1,9,F6,POMA,1,0,0,0,0,0,0,10,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0
2019,5,2,3,B6,MESU,80,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,3,3,B6,MESU,60,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,14,2,B6,BEMA,12,3,1,0,0,0,0,22,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2019,5,14,4,A3,BEMA,6,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,14,4,A3,PLCO,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,14,4,A3,SPRU,45,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,14,4,A4,BEMA,4,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,14,4,A6,PLCO,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,14,4,A6,SPRU,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,14,4,B1,PLCO,1,0,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2019,5,14,4,B2,PLCO,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,5,14,4,B3,BEMA,9,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,5,14,4,B5,BEMA,4,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,14,4,C1,BEMA,4,0,0,0,0,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2019,5,14,4,C1,PLCO,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,14,4,D6,PLCO,1,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,5,14,4,E1,BEMA,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,14,4,E5,BEMA,5,0,0,0,0,0,0,25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2019,5,14,4,F1,PLCO,1,0,0,0,0,0,0,20,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
2019,5,14,4,F4,PLCO,1,0,0,0,0,0,0,20,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2019,5,14,6,E5,SPRU,20,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2019,5,14,7,A1,SPRU,50,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0
2019,5,14,7,A2,SPRU,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
2019,5,14,7,A3,SPRU,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0
2019,5,14,7,A4,SPRU,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0
2019,5,14,7,A5,SPRU,50,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
2019,5,14,7,A6,SPRU,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0
2019,5,14,7,B1,SPRU,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0
2019,5,14,7,B2,SPRU,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0
2019,5,14,7,B3,SPRU,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,3,0
2019,5,14,7,B4,SPRU,40,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0
2019,5,14,7,B5,SPRU,50,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,2,0,0,0,0,2,0
2019,5,14,7,B6,SPRU,40,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0
2019,5,14,7,C1,SPRU,30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0
2019,5,14,7,C2,SPRU,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0
2019,5,14,7,C3,SPRU,30,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
2019,5,14,7,C4,SPRU,60,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0
2019,5,14,7,C5,SPRU,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0
2019,5,14,7,C6,SPRU,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,3,0
2019,5,14,7,D1,SPRU,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,1,0
2019,5,14,7,D3,SPRU,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0
2019,5,14,7,D4,SPRU,40,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
2019,5,14,7,D5,SPRU,60,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2019,5,14,7,E1,SPRU,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
2019,5,14,7,E2,SPRU,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2019,5,14,7,E3,SPRU,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,0
2019,5,14,7,E4,SPRU,40,2,1,0,0,0,0,0,2,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0
2019,5,14,7,E5,SPRU,50,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0
2019,5,14,7,E6,SPRU,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,2,0
2019,5,14,7,F2,SPRU,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2019,5,14,7,F3,SPRU,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0
2019,5,14,7,F4,SPRU,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0
2019,5,14,7,F5,SPRU,50,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0
2019,5,14,7,F6,SPRU,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,2,0
2019,5,14,8,A1,SPRU,60,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0
2019,5,14,8,A2,SPRU,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0
2019,5,14,8,A3,SPRU,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2019,5,14,8,A5,SPRU,50,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,1,0
2019,5,14,8,A6,SPRU,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,3,0
2019,5,14,8,B1,SPRU,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0
2019,5,14,8,B2,SPRU,60,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0
2019,5,14,8,B3,SPRU,60,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2019,5,14,8,B4,SPRU,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,3,0
2019,5,14,8,B5,SPRU,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0
2019,5,14,8,C1,SPRU,60,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0
2019,5,14,8,C6,SPRU,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,2,0
2019,5,14,8,D1,SPRU,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0
2019,5,14,8,D5,SPRU,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,3,0
2019,5,14,8,E1,SPRU,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,2,0
2019,5,14,8,E2,SPRU,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,1,0
2019,5,14,8,E4,SPRU,40,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,4,0,0,0,0,1,0
2019,5,14,8,F1,SPRU,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0
2019,5,14,8,F2,SPRU,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0
2019,5,14,8,F3,SPRU,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0
2019,5,20,6,B2,PLCO,1,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2019,5,20,6,C2,PLCO,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,20,6,C3,PLCO,1,0,0,0,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2019,5,20,6,D5,PLCO,1,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2019,5,20,6,E1,PLCO,1,0,0,0,0,0,0,23,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0
2019,5,20,6,E2,PLCO,1,0,0,0,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,5,20,6,E5,PLCO,1,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
2019,5,20,6,F1,PLCO,1,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2019,5,20,6,F2,PLCO,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2019,5,20,6,F4,PLCO,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,20,6,F5,PLCO,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,20,7,A1,BEMA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
2019,5,20,7,A2,BEMA,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
2019,5,20,7,A3,BEMA,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2019,5,20,7,A4,BEMA,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,5,20,7,A5,BEMA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
2019,5,20,7,A6,BEMA,20,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2019,5,20,7,B1,BEMA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
2019,5,20,7,B2,BEMA,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,5,20,7,B3,BEMA,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2019,5,20,7,B4,BEMA,40,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,20,7,B5,BEMA,20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2019,5,20,7,B6,BEMA,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2019,5,20,7,C1,BEMA,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2019,5,20,7,C2,BEMA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
2019,5,20,7,C3,BEMA,25,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2019,5,20,7,C4,BEMA,40,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,20,7,C5,BEMA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,5,20,7,C6,BEMA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
2019,5,20,7,D1,BEMA,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2019,5,20,7,D2,BEMA,30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,0
2019,5,20,7,D3,BEMA,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,20,7,D4,BEMA,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
2019,5,20,7,D5,BEMA,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
2019,5,20,7,D6,BEMA,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
