"","focal","year","complexity.plant","parameter","positive.perc","neg.perc","null.perc","positive.perc_hat","neg.perc_hat","null.perc_hat","positive.perc_mean","positive.perc_var","neg.perc_mean","neg.perc_var","mean.estimate","median.estimate","ten.estimate","ninety.estimate","var.estimate","mean.estimate_hat","median.estimate_hat","ten.estimate_hat","ninety.estimate_hat","var.estimate_hat","positive.perc_overall"
"94","HOMA",2020,"code.plant","Plant - plant",0.73575,0.26425,0,0.00975,0.99025,0,0.440312500000019,0.0729290385336244,0.559687499999987,0.0729290385336243,0.0304999702808883,0.0297009634405824,-0.0254005965309043,0.0862228271942924,0.00229619714621477,-0.193595048938143,-0.193191477615056,-0.287397334327197,-0.099766560795721,0.00644495063097269,0.0024375
"95","HOMA",2020,"code.plant","Plant - herbivore",0.5175,0.4825,0,0,0,0,0.440312500000019,0.0729290385336244,0.559687499999987,0.0729290385336243,0.00285255105448953,0.00181789834952216,-0.0479247604712614,0.0552117036025919,0.00196949642351613,NA,NA,NA,NA,NA,0.0024375
"96","HOMA",2020,"code.plant","Plant - floral visitor",0.508,0.492,0,0,0,0,0.440312500000019,0.0729290385336244,0.559687499999987,0.0729290385336243,0.000720482772505005,0.002264511,-0.11450804,0.118117188,0.0101338402240052,NA,NA,NA,NA,NA,0.0024375
"97","HOMA",2021,"class","Intraspecific",0,1,0,0,0,0,0.393562500000017,0.157484291987012,0.606437500000023,0.157484291987003,-0.232940999397787,-0.233445352207073,-0.293012139867522,-0.172334014643963,0.00264813594604028,NA,NA,NA,NA,NA,0
"98","HOMA",2021,"class","Plant - plant",0,1,0,0,0,0,0.393562500000017,0.157484291987012,0.606437500000023,0.157484291987003,-0.166449085014925,-0.166972911758843,-0.208755433345336,-0.124609860078674,0.00130605809156178,NA,NA,NA,NA,NA,0
"99","HOMA",2021,"class","Plant - herbivore",0.859,0.141,0,0,0,0,0.393562500000017,0.157484291987012,0.606437500000023,0.157484291987003,0.0439283177154181,0.0443524268274955,-0.00403343365163002,0.0902957456422193,0.00165493341053665,NA,NA,NA,NA,NA,0
"100","HOMA",2021,"class","Plant - floral visitor",0.71525,0.28475,0,0,0,0,0.393562500000017,0.157484291987012,0.606437500000023,0.157484291987003,0.0324429818268913,0.03167479,-0.0328292016,0.09819003,0.00309426400514479,NA,NA,NA,NA,NA,0
"101","HOMA",2021,"family","Intraspecific",0,1,0,0,0,0,0.349687499999998,0.142970978654932,0.650312499999972,0.142970978654963,-0.171654591815047,-0.172337831141566,-0.212032602545712,-0.130273314956486,0.00122916818902626,NA,NA,NA,NA,NA,0
"102","HOMA",2021,"family","Plant - plant",0,1,0,0,0,0,0.349687499999998,0.142970978654932,0.650312499999972,0.142970978654963,-0.151036504109598,-0.151073884962103,-0.183190049881014,-0.117237941791657,0.000780595393543761,NA,NA,NA,NA,NA,0
"103","HOMA",2021,"family","Plant - herbivore",0.90275,0.09725,0,0,0,0,0.349687499999998,0.142970978654932,0.650312499999972,0.142970978654963,0.0541552682270536,0.0538481797151999,0.00539663500601412,0.102850175952377,0.0017343337671252,NA,NA,NA,NA,NA,0
"104","HOMA",2021,"family","Plant - floral visitor",0.496,0.504,0,0,0,0,0.349687499999998,0.142970978654932,0.650312499999972,0.142970978654963,-0.001523939027025,-0.00100882515,-0.115100784,0.111157416,0.00966104865361562,NA,NA,NA,NA,NA,0
"105","HOMA",2021,"code.plant","Intraspecific",0,1,0,0,0,0,0.411937500000007,0.174816562753877,0.588062499999986,0.174816562753878,-0.170501377454968,-0.170357892838446,-0.2125423106019,-0.129078452026647,0.00123303323992392,NA,NA,NA,NA,NA,0
"106","HOMA",2021,"code.plant","Plant - plant",0,1,0,0,0,0,0.411937500000007,0.174816562753877,0.588062499999986,0.174816562753878,-0.133979053927617,-0.134457568874906,-0.172881571015223,-0.0937405574947822,0.00111827945035031,NA,NA,NA,NA,NA,0
"107","HOMA",2021,"code.plant","Plant - herbivore",0.925,0.075,0,0,0,0,0.411937500000007,0.174816562753877,0.588062499999986,0.174816562753878,0.0577536368542894,0.0569385983734579,0.0102147727328446,0.105854041661568,0.0016768446101999,NA,NA,NA,NA,NA,0
"108","HOMA",2021,"code.plant","Plant - floral visitor",0.72275,0.27725,0,0,0,0,0.411937500000007,0.174816562753877,0.588062499999986,0.174816562753878,0.03505372469711,0.0333116,-0.031153714,0.104388428,0.00324665686115218,NA,NA,NA,NA,NA,0
"109","CHFU",2019,"class","Intraspecific",0.56575,0.43425,0,0,0,0,0.39737500000001,0.0698911338208409,0.602625000000008,0.0698911338208418,0.0149835590220467,0.0140419782349974,-0.0883752280759912,0.119358178247688,0.00807811692960863,NA,NA,NA,NA,NA,0
"110","CHFU",2019,"class","Plant - plant",0,1,0,0,0,0,0.39737500000001,0.0698911338208409,0.602625000000008,0.0698911338208418,-0.32671461580444,-0.327916024200817,-0.378982847784136,-0.273407336328445,0.00205682713765391,NA,NA,NA,NA,NA,0
"111","CHFU",2019,"class","Plant - herbivore",0.32875,0.67125,0,0,0,0,0.39737500000001,0.0698911338208409,0.602625000000008,0.0698911338208418,-0.0231380159063628,-0.0250147932032804,-0.0876998246393473,0.0426517110807696,0.00305960714753617,NA,NA,NA,NA,NA,0
"112","CHFU",2019,"class","Plant - floral visitor",0.695,0.305,0,0,0,0,0.39737500000001,0.0698911338208409,0.602625000000008,0.0698911338208418,0.0213945279393838,0.02061124,-0.025332052,0.067690164,0.00161632922153411,NA,NA,NA,NA,NA,0
"113","CHFU",2019,"family","Intraspecific",0.5505,0.4495,0,0,0,0,0.351000000000008,0.0593318332395593,0.649000000000014,0.0593318332395899,0.0122895999445485,0.0117278499037696,-0.0882620951589221,0.114737570456912,0.00775302468038266,NA,NA,NA,NA,NA,0
"114","CHFU",2019,"family","Plant - plant",0,1,0,0,0,0,0.351000000000008,0.0593318332395593,0.649000000000014,0.0593318332395899,-0.332642380085609,-0.334251712258337,-0.384936353392384,-0.278628317375552,0.0020581662627401,NA,NA,NA,NA,NA,0
"115","CHFU",2019,"family","Plant - herbivore",0.2495,0.7505,0,0,0,0,0.351000000000008,0.0593318332395593,0.649000000000014,0.0593318332395899,-0.0496588743021471,-0.0495106106320788,-0.136731380213895,0.0375432804997172,0.00564855427042346,NA,NA,NA,NA,NA,0
"116","CHFU",2019,"family","Plant - floral visitor",0.604,0.396,0,0,0,0,0.351000000000008,0.0593318332395593,0.649000000000014,0.0593318332395899,0.0116864712984352,0.01083704,-0.0371760256,0.0612674908,0.00181172731592807,NA,NA,NA,NA,NA,0
"117","CHFU",2019,"code.plant","Intraspecific",0.55375,0.44625,0,0,0,0,0.358437500000013,0.0890181691043326,0.641562500000005,0.0890181691043319,0.0105863530649521,0.0116150973239475,-0.0949492766398436,0.114220895524008,0.00799821967285412,NA,NA,NA,NA,NA,0
"118","CHFU",2019,"code.plant","Plant - plant",0,1,0,0,0,0,0.358437500000013,0.0890181691043326,0.641562500000005,0.0890181691043319,-0.328353330417559,-0.328379887498228,-0.381447159536417,-0.275020362818269,0.00203008963733773,NA,NA,NA,NA,NA,0
"119","CHFU",2019,"code.plant","Plant - herbivore",0.14325,0.85675,0,0,0,0,0.358437500000013,0.0890181691043326,0.641562500000005,0.0890181691043319,-0.0814923223880827,-0.0828070653702723,-0.172413101760536,0.0103000194401222,0.00612673983669169,NA,NA,NA,NA,NA,0
"120","CHFU",2019,"code.plant","Plant - floral visitor",0.73675,0.26325,0,0,0,0,0.358437500000013,0.0890181691043326,0.641562500000005,0.0890181691043319,0.022979311828742,0.022625325,-0.0198201924,0.0651223856,0.00126999630292954,NA,NA,NA,NA,NA,0
"121","CHFU",2020,"class","Intraspecific",0.4605,0.5395,0,0,0,0,0.481562500000014,0.106135645196559,0.518437500000008,0.106135645196554,-0.00931950985504014,-0.00976951554462124,-0.126439838051765,0.107507134383408,0.0100471227377387,NA,NA,NA,NA,NA,0.029625
"122","CHFU",2020,"class","Plant - plant",0.006,0.994,0,0.1185,0.8815,0,0.481562500000014,0.106135645196559,0.518437500000008,0.106135645196554,-0.193754567190592,-0.19494565417091,-0.281884528082312,-0.105037235217799,0.0056687708887482,-0.118689062578619,-0.118152823582174,-0.237829309454832,-0.000677754696378614,0.00996723955929126,0.029625
"123","CHFU",2020,"class","Plant - herbivore",0.53675,0.46325,0,0,0,0,0.481562500000014,0.106135645196559,0.518437500000008,0.106135645196554,0.00809080160503538,0.0077797499265101,-0.090794823170755,0.109903647163974,0.00723302623205339,NA,NA,NA,NA,NA,0.029625
"124","CHFU",2020,"class","Plant - floral visitor",0.923,0.077,0,0,0,0,0.481562500000014,0.106135645196559,0.518437500000008,0.106135645196554,0.0986307501182393,0.09778483,0.0168096416,0.180636692,0.00476823926292553,NA,NA,NA,NA,NA,0.029625
"125","CHFU",2020,"family","Intraspecific",0.40925,0.59075,0,0,0,0,0.361550000000058,0.107927756387833,0.638449999999934,0.107927756387833,-0.0226906298411467,-0.023506188264674,-0.140788567503302,0.0921829645571947,0.0098361502543348,NA,NA,NA,NA,NA,0.05075
"126","CHFU",2020,"family","Plant - plant",0.00025,0.99975,0,0.126875,0.873125,0,0.361550000000058,0.107927756387833,0.638449999999934,0.107927756387833,-0.245087409721315,-0.245071176560129,-0.323812079709225,-0.167594476776825,0.00445947224866228,-0.116720094670673,-0.117942211064712,-0.237460904327168,0.00322177622171,0.0104035681181304,0.05075
"127","CHFU",2020,"family","Plant - herbivore",0.54325,0.45675,0,0,0,0,0.361550000000058,0.107927756387833,0.638449999999934,0.107927756387833,0.0107829449777724,0.0104405842414526,-0.0933360187121168,0.11378813299357,0.0078233130980257,NA,NA,NA,NA,NA,0.05075
"128","CHFU",2020,"family","Plant - floral visitor",0.85475,0.14525,0,0,0,0,0.361550000000058,0.107927756387833,0.638449999999934,0.107927756387833,0.0761296615696,0.07567409,-0.0085502054,0.1606856,0.00526061670465893,NA,NA,NA,NA,NA,0.05075
"129","CHFU",2020,"code.plant","Intraspecific",0.4115,0.5885,0,0,0,0,0.484624999999983,0.111269251203203,0.515375000000022,0.111269251203203,-0.02292876552294,-0.0219879726573611,-0.139699753745679,0.0924415595243199,0.00959694703833467,NA,NA,NA,NA,NA,0.01575
"130","CHFU",2020,"code.plant","Plant - plant",0,1,0,0.063,0.937,0,0.484624999999983,0.111269251203203,0.515375000000022,0.111269251203203,-0.246448960469575,-0.246465808001966,-0.32529786555957,-0.168522769926391,0.00446039424689965,-0.13349131369726,-0.131934208252564,-0.236009418765244,-0.0313640212426159,0.00782326127942352,0.01575
"131","CHFU",2020,"code.plant","Plant - herbivore",0.6065,0.3935,0,0,0,0,0.484624999999983,0.111269251203203,0.515375000000022,0.111269251203203,0.0264988532501497,0.0252274679633868,-0.0821434661136699,0.13439444282338,0.00835560013916289,NA,NA,NA,NA,NA,0.01575
"132","CHFU",2020,"code.plant","Plant - floral visitor",0.9205,0.0795,0,0,0,0,0.484624999999983,0.111269251203203,0.515375000000022,0.111269251203203,0.0818658516360275,0.08053729,0.0140378612,0.150833056,0.00342398897130424,NA,NA,NA,NA,NA,0.01575
"133","CHFU",2021,"class","Intraspecific",0.3465,0.6535,0,0,0,0,0.584437500000006,0.0519161314769549,0.415562499999984,0.051916131476956,-0.0405498324135011,-0.041479407350729,-0.156714218824059,0.0739318769507019,0.00953503359506846,NA,NA,NA,NA,NA,0
"134","CHFU",2021,"class","Plant - plant",0.6855,0.3145,0,0,0,0,0.584437500000006,0.0519161314769549,0.415562499999984,0.051916131476956,0.0321420416937773,0.0320827378465832,-0.0422133443611603,0.105651288338726,0.00389430488458236,NA,NA,NA,NA,NA,0
"135","CHFU",2021,"class","Plant - herbivore",0.3965,0.6035,0,0,0,0,0.584437500000006,0.0519161314769549,0.415562499999984,0.051916131476956,-0.0193675501849339,-0.021335921011868,-0.112432572994676,0.074384333483735,0.00653369972881459,NA,NA,NA,NA,NA,0
"136","CHFU",2021,"class","Plant - floral visitor",0.90925,0.09075,0,0,0,0,0.584437500000006,0.0519161314769549,0.415562499999984,0.051916131476956,0.0721217460416828,0.071252205,0.0092312538,0.13648118,0.00303243784490919,NA,NA,NA,NA,NA,0
"137","CHFU",2021,"family","Intraspecific",0.21425,0.78575,0,0,0,0,0.495750000000014,0.101189230576925,0.504250000000017,0.101189230576921,-0.0764245592054501,-0.0755165877929122,-0.1876702485897,0.0330036191482758,0.00877638592294632,NA,NA,NA,NA,NA,0
"138","CHFU",2021,"family","Plant - plant",0.175,0.825,0,0,0,0,0.495750000000014,0.101189230576925,0.504250000000017,0.101189230576921,-0.050963255938204,-0.0516651055521634,-0.11365487550095,0.0128435065970148,0.00280669352027447,NA,NA,NA,NA,NA,0
"139","CHFU",2021,"family","Plant - herbivore",0.65325,0.34675,0,0,0,0,0.495750000000014,0.101189230576925,0.504250000000017,0.101189230576921,0.0319574064667886,0.0298056380476153,-0.061658408906161,0.127308867589418,0.00663777441677459,NA,NA,NA,NA,NA,0
"140","CHFU",2021,"family","Plant - floral visitor",0.9405,0.0595,0,0,0,0,0.495750000000014,0.101189230576925,0.504250000000017,0.101189230576921,0.0668964374057925,0.06665097,0.0148341328,0.11846168,0.00194575930417198,NA,NA,NA,NA,NA,0
"141","CHFU",2021,"code.plant","Intraspecific",0.18475,0.81525,0,0,0,0,0.472937500000041,0.0857559027126534,0.527062500000014,0.0857559027126594,-0.0781562468361686,-0.0797368260935509,-0.183368938322438,0.024856719750666,0.00802073731385231,NA,NA,NA,NA,NA,0
"142","CHFU",2021,"code.plant","Plant - plant",0.21775,0.78225,0,0,0,0,0.472937500000041,0.0857559027126534,0.527062500000014,0.0857559027126594,-0.0417626238145994,-0.0427132984977166,-0.103908564510517,0.0209995225652069,0.00284430830408146,NA,NA,NA,NA,NA,0
"143","CHFU",2021,"code.plant","Plant - herbivore",0.591,0.409,0,0,0,0,0.472937500000041,0.0857559027126534,0.527062500000014,0.0857559027126594,0.0190711893080196,0.0187663991770569,-0.0705463227807452,0.107531010376982,0.0058234957065573,NA,NA,NA,NA,NA,0
"144","CHFU",2021,"code.plant","Plant - floral visitor",0.89825,0.10175,0,0,0,0,0.472937500000041,0.0857559027126534,0.527062500000014,0.0857559027126594,0.05324029057085,0.053050975,0.00390266316,0.10204286,0.00171216122171595,NA,NA,NA,NA,NA,0
