"","focal","year","complexity_plant","n.competitors_plant","competitors_plant","n.HOIs_plant","HOIs_plant","n.interactors_H","interactors_H","n.HOIs_H","HOIs_H","n.interactors_FV","interactors_FV","n.HOIs_FV","HOIs_FV","n.competitors_plant_inclus","competitors_plant_inclus","n.competitors_FV_inclus","n.competitors_H_inclus","n.HOIs_plant_inclus","n.HOIs_H_inclus","n.HOIs_FV_inclus"
"1","LEMA",2019,"class",2,"Forb,Grass",3,"Forb_Grass,Forb_LEMA,Grass_LEMA",5,"beetle,bug,caterpillar,grasshopper,snail",15,"Forb_beetle,Forb_bug,Forb_caterpillar,Forb_grasshopper,Forb_snail,Grass_beetle,Grass_bug,Grass_caterpillar,Grass_grasshopper,Grass_snail,LEMA_beetle,LEMA_bug,LEMA_caterpillar,LEMA_grasshopper,LEMA_snail",3,"bee,beetle,fly",9,"Forb_bee,Forb_beetle,Forb_fly,Grass_bee,Grass_beetle,Grass_fly,LEMA_bee,LEMA_beetle,LEMA_fly",1,"Grass",0,0,0,0,0
"2","LEMA",2019,"family",8,"Amaranthaceae,Asteraceae,Caryophyllaceae,Fabaceae,Gentianaceae,Plantaginaceae,Poaceae,Ranunculuc",36,"Amaranthaceae_Asteraceae,Amaranthaceae_Caryophyllaceae,Amaranthaceae_Fabaceae,Amaranthaceae_Gentianaceae,Amaranthaceae_Plantaginaceae,Amaranthaceae_Poaceae,Amaranthaceae_Ranunculuc,Amaranthaceae_LEMA,Asteraceae_Caryophyllaceae,Asteraceae_Fabaceae,Asteraceae_Gentianaceae,Asteraceae_Plantaginaceae,Asteraceae_Poaceae,Asteraceae_Ranunculuc,Asteraceae_LEMA,Caryophyllaceae_Fabaceae,Caryophyllaceae_Gentianaceae,Caryophyllaceae_Plantaginaceae,Caryophyllaceae_Poaceae,Caryophyllaceae_Ranunculuc,Caryophyllaceae_LEMA,Fabaceae_Gentianaceae,Fabaceae_Plantaginaceae,Fabaceae_Poaceae,Fabaceae_Ranunculuc,Fabaceae_LEMA,Gentianaceae_Plantaginaceae,Gentianaceae_Poaceae,Gentianaceae_Ranunculuc,Gentianaceae_LEMA,Plantaginaceae_Poaceae,Plantaginaceae_Ranunculuc,Plantaginaceae_LEMA,Poaceae_Ranunculuc,Poaceae_LEMA,Ranunculuc_LEMA",7,"Aphididae,Geomitridae,Helicidae,Lasiocampidae,Melyridae,Nitidulidae,Tettigoniidae",44,"Amaranthaceae_Geomitridae,Amaranthaceae_Helicidae,Amaranthaceae_Melyridae,Amaranthaceae_Nitidulidae,Asteraceae_Aphididae,Asteraceae_Geomitridae,Asteraceae_Helicidae,Asteraceae_Melyridae,Asteraceae_Nitidulidae,Caryophyllaceae_Helicidae,Caryophyllaceae_Melyridae,Caryophyllaceae_Nitidulidae,Fabaceae_Aphididae,Fabaceae_Geomitridae,Fabaceae_Helicidae,Fabaceae_Lasiocampidae,Fabaceae_Melyridae,Fabaceae_Nitidulidae,Gentianaceae_Geomitridae,Gentianaceae_Helicidae,Gentianaceae_Melyridae,Gentianaceae_Nitidulidae,Plantaginaceae_Geomitridae,Plantaginaceae_Helicidae,Plantaginaceae_Melyridae,Plantaginaceae_Nitidulidae,Poaceae_Aphididae,Poaceae_Geomitridae,Poaceae_Helicidae,Poaceae_Lasiocampidae,Poaceae_Melyridae,Poaceae_Nitidulidae,Poaceae_Tettigoniidae,Ranunculuc_Geomitridae,Ranunculuc_Helicidae,Ranunculuc_Melyridae,Ranunculuc_Nitidulidae,LEMA_Aphididae,LEMA_Geomitridae,LEMA_Helicidae,LEMA_Lasiocampidae,LEMA_Melyridae,LEMA_Nitidulidae,LEMA_Tettigoniidae",2,"Andrenidae,Apidae",15,"Amaranthaceae_Andrenidae,Amaranthaceae_Apidae,Asteraceae_Andrenidae,Asteraceae_Apidae,Fabaceae_Andrenidae,Fabaceae_Apidae,Gentianaceae_Andrenidae,Gentianaceae_Apidae,Plantaginaceae_Apidae,Poaceae_Andrenidae,Poaceae_Apidae,Ranunculuc_Andrenidae,Ranunculuc_Apidae,LEMA_Andrenidae,LEMA_Apidae",1,"Poaceae",0,0,0,0,0
"3","LEMA",2019,"code.plant",16,"BEMA,CETE,CHFU,CHMI,HOMA,MEEL,MEPO,MESU,PLCO,POMA,POMO,RAPE,SASO,SCLA,SOAS,SPRU",136,"BEMA_CETE,BEMA_CHFU,BEMA_CHMI,BEMA_HOMA,BEMA_LEMA,BEMA_MEEL,BEMA_MEPO,BEMA_MESU,BEMA_PLCO,BEMA_POMA,BEMA_POMO,BEMA_RAPE,BEMA_SASO,BEMA_SCLA,BEMA_SOAS,BEMA_SPRU,CETE_CHFU,CETE_CHMI,CETE_HOMA,CETE_LEMA,CETE_MEEL,CETE_MEPO,CETE_MESU,CETE_PLCO,CETE_POMA,CETE_POMO,CETE_RAPE,CETE_SASO,CETE_SCLA,CETE_SOAS,CETE_SPRU,CHFU_CHMI,CHFU_HOMA,CHFU_LEMA,CHFU_MEEL,CHFU_MEPO,CHFU_MESU,CHFU_PLCO,CHFU_POMA,CHFU_POMO,CHFU_RAPE,CHFU_SASO,CHFU_SCLA,CHFU_SOAS,CHFU_SPRU,CHMI_HOMA,CHMI_LEMA,CHMI_MEEL,CHMI_MEPO,CHMI_MESU,CHMI_PLCO,CHMI_POMA,CHMI_POMO,CHMI_RAPE,CHMI_SASO,CHMI_SCLA,CHMI_SOAS,CHMI_SPRU,HOMA_LEMA,HOMA_MEEL,HOMA_MEPO,HOMA_MESU,HOMA_PLCO,HOMA_POMA,HOMA_POMO,HOMA_RAPE,HOMA_SASO,HOMA_SCLA,HOMA_SOAS,HOMA_SPRU,LEMA_MEEL,LEMA_MEPO,LEMA_MESU,LEMA_PLCO,LEMA_POMA,LEMA_POMO,LEMA_RAPE,LEMA_SASO,LEMA_SCLA,LEMA_SOAS,LEMA_SPRU,MEEL_MEPO,MEEL_MESU,MEEL_PLCO,MEEL_POMA,MEEL_POMO,MEEL_RAPE,MEEL_SASO,MEEL_SCLA,MEEL_SOAS,MEEL_SPRU,MEPO_MESU,MEPO_PLCO,MEPO_POMA,MEPO_POMO,MEPO_RAPE,MEPO_SASO,MEPO_SCLA,MEPO_SOAS,MEPO_SPRU,MESU_PLCO,MESU_POMA,MESU_POMO,MESU_RAPE,MESU_SASO,MESU_SCLA,MESU_SOAS,MESU_SPRU,PLCO_POMA,PLCO_POMO,PLCO_RAPE,PLCO_SASO,PLCO_SCLA,PLCO_SOAS,PLCO_SPRU,POMA_POMO,POMA_RAPE,POMA_SASO,POMA_SCLA,POMA_SOAS,POMA_SPRU,POMO_RAPE,POMO_SASO,POMO_SCLA,POMO_SOAS,POMO_SPRU,RAPE_SASO,RAPE_SCLA,RAPE_SOAS,RAPE_SPRU,SASO_SCLA,SASO_SOAS,SASO_SPRU,SCLA_SOAS,SCLA_SPRU,SOAS_SPRU",9,"Aphis_fabae,Brassicogethes_spp,Cochlicella_barbara,Gastropoda,Lasiocampa_trifolii_larva,Lepidoptera_larva,Psilothrix_viridicoerulea,Tessellana_tessellata,Theba_pisana",81,"BEMA_Brassicogethes_spp,BEMA_Cochlicella_barbara,BEMA_Lepidoptera_larva,BEMA_Psilothrix_viridicoerulea,BEMA_Theba_pisana,CETE_Brassicogethes_spp,CETE_Cochlicella_barbara,CETE_Lepidoptera_larva,CETE_Psilothrix_viridicoerulea,CETE_Theba_pisana,CHFU_Brassicogethes_spp,CHFU_Cochlicella_barbara,CHFU_Lepidoptera_larva,CHFU_Psilothrix_viridicoerulea,CHFU_Theba_pisana,CHMI_Aphis_fabae,CHMI_Cochlicella_barbara,CHMI_Psilothrix_viridicoerulea,HOMA_Aphis_fabae,HOMA_Brassicogethes_spp,HOMA_Cochlicella_barbara,HOMA_Gastropoda,HOMA_Lasiocampa_trifolii_larva,HOMA_Lepidoptera_larva,HOMA_Psilothrix_viridicoerulea,HOMA_Tessellana_tessellata,HOMA_Theba_pisana,MEEL_Lepidoptera_larva,MEEL_Psilothrix_viridicoerulea,MEPO_Brassicogethes_spp,MEPO_Cochlicella_barbara,MEPO_Lepidoptera_larva,MEPO_Psilothrix_viridicoerulea,MEPO_Theba_pisana,MESU_Aphis_fabae,MESU_Brassicogethes_spp,MESU_Cochlicella_barbara,MESU_Gastropoda,MESU_Lasiocampa_trifolii_larva,MESU_Lepidoptera_larva,MESU_Psilothrix_viridicoerulea,MESU_Theba_pisana,PLCO_Brassicogethes_spp,PLCO_Cochlicella_barbara,PLCO_Psilothrix_viridicoerulea,PLCO_Theba_pisana,POMA_Aphis_fabae,POMA_Brassicogethes_spp,POMA_Cochlicella_barbara,POMA_Gastropoda,POMA_Lasiocampa_trifolii_larva,POMA_Lepidoptera_larva,POMA_Psilothrix_viridicoerulea,POMA_Theba_pisana,POMO_Cochlicella_barbara,POMO_Psilothrix_viridicoerulea,RAPE_Brassicogethes_spp,RAPE_Cochlicella_barbara,RAPE_Lepidoptera_larva,RAPE_Psilothrix_viridicoerulea,RAPE_Theba_pisana,SASO_Brassicogethes_spp,SASO_Psilothrix_viridicoerulea,SASO_Theba_pisana,SCLA_Cochlicella_barbara,SCLA_Psilothrix_viridicoerulea,SOAS_Brassicogethes_spp,SOAS_Lepidoptera_larva,SOAS_Psilothrix_viridicoerulea,SPRU_Brassicogethes_spp,SPRU_Lepidoptera_larva,SPRU_Psilothrix_viridicoerulea,SPRU_Theba_pisana,LEMA_Aphis_fabae,LEMA_Brassicogethes_spp,LEMA_Cochlicella_barbara,LEMA_Gastropoda,LEMA_Lasiocampa_trifolii_larva,LEMA_Psilothrix_viridicoerulea,LEMA_Tessellana_tessellata,LEMA_Theba_pisana",5,"Brassicogethes_spp,Coleoptera,Diptera,Episyrphus_balteatus,Eupeodes_corollae",29,"BEMA_Coleoptera,BEMA_Diptera,CETE_Diptera,CHFU_Coleoptera,CHFU_Diptera,CHFU_Eupeodes_corollae,HOMA_Brassicogethes_spp,HOMA_Coleoptera,HOMA_Diptera,HOMA_Episyrphus_balteatus,HOMA_Eupeodes_corollae,MEEL_Eupeodes_corollae,MEPO_Diptera,MESU_Brassicogethes_spp,MESU_Coleoptera,MESU_Episyrphus_balteatus,MESU_Eupeodes_corollae,PLCO_Episyrphus_balteatus,POMA_Coleoptera,POMA_Diptera,POMA_Eupeodes_corollae,RAPE_Diptera,SOAS_Diptera,SPRU_Eupeodes_corollae,LEMA_Brassicogethes_spp,LEMA_Coleoptera,LEMA_Diptera,LEMA_Episyrphus_balteatus,LEMA_Eupeodes_corollae",1,"HOMA",0,0,0,0,0
"4","LEMA",2020,"class",2,"Forb,Grass",3,"Forb_Grass,Forb_LEMA,Grass_LEMA",5,"beetle,bug,caterpillar,grasshopper,snail",15,"Forb_beetle,Forb_bug,Forb_caterpillar,Forb_grasshopper,Forb_snail,Grass_beetle,Grass_bug,Grass_caterpillar,Grass_grasshopper,Grass_snail,LEMA_beetle,LEMA_bug,LEMA_caterpillar,LEMA_grasshopper,LEMA_snail",4,"bee,beetle,butterfly,fly",12,"Forb_bee,Forb_beetle,Forb_butterfly,Forb_fly,Grass_bee,Grass_beetle,Grass_butterfly,Grass_fly,LEMA_bee,LEMA_beetle,LEMA_butterfly,LEMA_fly",1,"Grass",0,0,0,0,0
"5","LEMA",2020,"family",9,"Amaranthaceae,Asteraceae,Caryophyllaceae,Fabaceae,Gentianaceae,Plantaginaceae,Poaceae,Primulacea,Ranunculuc",45,"Amaranthaceae_Asteraceae,Amaranthaceae_Caryophyllaceae,Amaranthaceae_Fabaceae,Amaranthaceae_Gentianaceae,Amaranthaceae_Plantaginaceae,Amaranthaceae_Poaceae,Amaranthaceae_Primulacea,Amaranthaceae_Ranunculuc,Amaranthaceae_LEMA,Asteraceae_Caryophyllaceae,Asteraceae_Fabaceae,Asteraceae_Gentianaceae,Asteraceae_Plantaginaceae,Asteraceae_Poaceae,Asteraceae_Primulacea,Asteraceae_Ranunculuc,Asteraceae_LEMA,Caryophyllaceae_Fabaceae,Caryophyllaceae_Gentianaceae,Caryophyllaceae_Plantaginaceae,Caryophyllaceae_Poaceae,Caryophyllaceae_Primulacea,Caryophyllaceae_Ranunculuc,Caryophyllaceae_LEMA,Fabaceae_Gentianaceae,Fabaceae_Plantaginaceae,Fabaceae_Poaceae,Fabaceae_Primulacea,Fabaceae_Ranunculuc,Fabaceae_LEMA,Gentianaceae_Plantaginaceae,Gentianaceae_Poaceae,Gentianaceae_Primulacea,Gentianaceae_Ranunculuc,Gentianaceae_LEMA,Plantaginaceae_Poaceae,Plantaginaceae_Primulacea,Plantaginaceae_Ranunculuc,Plantaginaceae_LEMA,Poaceae_Primulacea,Poaceae_Ranunculuc,Poaceae_LEMA,Primulacea_Ranunculuc,Primulacea_LEMA,Ranunculuc_LEMA",9,"Acrididae,Aphididae,Geomitridae,Helicidae,Lasiocampidae,Melyridae,Miridae,Nitidulidae,Tettigoniidae",62,"Amaranthaceae_Geomitridae,Amaranthaceae_Helicidae,Amaranthaceae_Lasiocampidae,Amaranthaceae_Melyridae,Amaranthaceae_Miridae,Amaranthaceae_Nitidulidae,Amaranthaceae_Tettigoniidae,Asteraceae_Aphididae,Asteraceae_Geomitridae,Asteraceae_Helicidae,Asteraceae_Lasiocampidae,Asteraceae_Melyridae,Asteraceae_Nitidulidae,Asteraceae_Tettigoniidae,Caryophyllaceae_Geomitridae,Caryophyllaceae_Helicidae,Caryophyllaceae_Melyridae,Caryophyllaceae_Nitidulidae,Fabaceae_Aphididae,Fabaceae_Geomitridae,Fabaceae_Helicidae,Fabaceae_Lasiocampidae,Fabaceae_Melyridae,Fabaceae_Nitidulidae,Fabaceae_Tettigoniidae,Gentianaceae_Aphididae,Gentianaceae_Geomitridae,Gentianaceae_Helicidae,Gentianaceae_Lasiocampidae,Gentianaceae_Melyridae,Gentianaceae_Miridae,Gentianaceae_Nitidulidae,Gentianaceae_Tettigoniidae,Plantaginaceae_Geomitridae,Plantaginaceae_Helicidae,Plantaginaceae_Lasiocampidae,Plantaginaceae_Melyridae,Plantaginaceae_Nitidulidae,Plantaginaceae_Tettigoniidae,Poaceae_Acrididae,Poaceae_Geomitridae,Poaceae_Helicidae,Poaceae_Lasiocampidae,Poaceae_Melyridae,Poaceae_Nitidulidae,Poaceae_Tettigoniidae,Primulacea_Geomitridae,Primulacea_Melyridae,Primulacea_Nitidulidae,Ranunculuc_Geomitridae,Ranunculuc_Melyridae,Ranunculuc_Nitidulidae,Ranunculuc_Tettigoniidae,LEMA_Acrididae,LEMA_Aphididae,LEMA_Geomitridae,LEMA_Helicidae,LEMA_Lasiocampidae,LEMA_Melyridae,LEMA_Miridae,LEMA_Nitidulidae,LEMA_Tettigoniidae",6,"Andrenidae,Anthicidae,Bombyliidae,Megachilidae,Pieridae,Sarcophagidae",28,"Amaranthaceae_Andrenidae,Amaranthaceae_Anthicidae,Amaranthaceae_Bombyliidae,Amaranthaceae_Sarcophagidae,Asteraceae_Andrenidae,Asteraceae_Bombyliidae,Asteraceae_Pieridae,Asteraceae_Sarcophagidae,Caryophyllaceae_Andrenidae,Caryophyllaceae_Anthicidae,Caryophyllaceae_Bombyliidae,Fabaceae_Andrenidae,Fabaceae_Bombyliidae,Gentianaceae_Andrenidae,Gentianaceae_Bombyliidae,Gentianaceae_Megachilidae,Gentianaceae_Sarcophagidae,Plantaginaceae_Andrenidae,Plantaginaceae_Sarcophagidae,Poaceae_Andrenidae,Poaceae_Anthicidae,Poaceae_Bombyliidae,Poaceae_Pieridae,Ranunculuc_Andrenidae,LEMA_Andrenidae,LEMA_Bombyliidae,LEMA_Megachilidae,LEMA_Sarcophagidae",1,"Poaceae",0,0,0,0,0
"6","LEMA",2020,"code.plant",19,"ANAR,BEMA,CETE,CHFU,CHMI,HOMA,MEEL,MEPO,MESU,PAIN,PLCO,POMA,POMO,PUPA,RAPE,SASO,SCLA,SOAS,SPRU",190,"ANAR_BEMA,ANAR_CETE,ANAR_CHFU,ANAR_CHMI,ANAR_HOMA,ANAR_LEMA,ANAR_MEEL,ANAR_MEPO,ANAR_MESU,ANAR_PAIN,ANAR_PLCO,ANAR_POMA,ANAR_POMO,ANAR_PUPA,ANAR_RAPE,ANAR_SASO,ANAR_SCLA,ANAR_SOAS,ANAR_SPRU,BEMA_CETE,BEMA_CHFU,BEMA_CHMI,BEMA_HOMA,BEMA_LEMA,BEMA_MEEL,BEMA_MEPO,BEMA_MESU,BEMA_PAIN,BEMA_PLCO,BEMA_POMA,BEMA_POMO,BEMA_PUPA,BEMA_RAPE,BEMA_SASO,BEMA_SCLA,BEMA_SOAS,BEMA_SPRU,CETE_CHFU,CETE_CHMI,CETE_HOMA,CETE_LEMA,CETE_MEEL,CETE_MEPO,CETE_MESU,CETE_PAIN,CETE_PLCO,CETE_POMA,CETE_POMO,CETE_PUPA,CETE_RAPE,CETE_SASO,CETE_SCLA,CETE_SOAS,CETE_SPRU,CHFU_CHMI,CHFU_HOMA,CHFU_LEMA,CHFU_MEEL,CHFU_MEPO,CHFU_MESU,CHFU_PAIN,CHFU_PLCO,CHFU_POMA,CHFU_POMO,CHFU_PUPA,CHFU_RAPE,CHFU_SASO,CHFU_SCLA,CHFU_SOAS,CHFU_SPRU,CHMI_HOMA,CHMI_LEMA,CHMI_MEEL,CHMI_MEPO,CHMI_MESU,CHMI_PAIN,CHMI_PLCO,CHMI_POMA,CHMI_POMO,CHMI_PUPA,CHMI_RAPE,CHMI_SASO,CHMI_SCLA,CHMI_SOAS,CHMI_SPRU,HOMA_LEMA,HOMA_MEEL,HOMA_MEPO,HOMA_MESU,HOMA_PAIN,HOMA_PLCO,HOMA_POMA,HOMA_POMO,HOMA_PUPA,HOMA_RAPE,HOMA_SASO,HOMA_SCLA,HOMA_SOAS,HOMA_SPRU,LEMA_MEEL,LEMA_MEPO,LEMA_MESU,LEMA_PAIN,LEMA_PLCO,LEMA_POMA,LEMA_POMO,LEMA_PUPA,LEMA_RAPE,LEMA_SASO,LEMA_SCLA,LEMA_SOAS,LEMA_SPRU,MEEL_MEPO,MEEL_MESU,MEEL_PAIN,MEEL_PLCO,MEEL_POMA,MEEL_POMO,MEEL_PUPA,MEEL_RAPE,MEEL_SASO,MEEL_SCLA,MEEL_SOAS,MEEL_SPRU,MEPO_MESU,MEPO_PAIN,MEPO_PLCO,MEPO_POMA,MEPO_POMO,MEPO_PUPA,MEPO_RAPE,MEPO_SASO,MEPO_SCLA,MEPO_SOAS,MEPO_SPRU,MESU_PAIN,MESU_PLCO,MESU_POMA,MESU_POMO,MESU_PUPA,MESU_RAPE,MESU_SASO,MESU_SCLA,MESU_SOAS,MESU_SPRU,PAIN_PLCO,PAIN_POMA,PAIN_POMO,PAIN_PUPA,PAIN_RAPE,PAIN_SASO,PAIN_SCLA,PAIN_SOAS,PAIN_SPRU,PLCO_POMA,PLCO_POMO,PLCO_PUPA,PLCO_RAPE,PLCO_SASO,PLCO_SCLA,PLCO_SOAS,PLCO_SPRU,POMA_POMO,POMA_PUPA,POMA_RAPE,POMA_SASO,POMA_SCLA,POMA_SOAS,POMA_SPRU,POMO_PUPA,POMO_RAPE,POMO_SASO,POMO_SCLA,POMO_SOAS,POMO_SPRU,PUPA_RAPE,PUPA_SASO,PUPA_SCLA,PUPA_SOAS,PUPA_SPRU,RAPE_SASO,RAPE_SCLA,RAPE_SOAS,RAPE_SPRU,SASO_SCLA,SASO_SOAS,SASO_SPRU,SCLA_SOAS,SCLA_SPRU,SOAS_SPRU",9,"Aphis_fabae,Brassicogethes_spp,Cochlicella_barbara,Conocephalus_dorsalis,Lasiocampa_trifolii_larva,Miridae,Psilothrix_viridicoerulea,Tessellana_tessellata,Theba_pisana",106,"ANAR_Brassicogethes_spp,ANAR_Cochlicella_barbara,ANAR_Psilothrix_viridicoerulea,BEMA_Brassicogethes_spp,BEMA_Cochlicella_barbara,BEMA_Lasiocampa_trifolii_larva,BEMA_Miridae,BEMA_Psilothrix_viridicoerulea,BEMA_Tessellana_tessellata,BEMA_Theba_pisana,CETE_Aphis_fabae,CETE_Brassicogethes_spp,CETE_Cochlicella_barbara,CETE_Lasiocampa_trifolii_larva,CETE_Miridae,CETE_Psilothrix_viridicoerulea,CETE_Tessellana_tessellata,CETE_Theba_pisana,CHFU_Brassicogethes_spp,CHFU_Cochlicella_barbara,CHFU_Lasiocampa_trifolii_larva,CHFU_Psilothrix_viridicoerulea,CHFU_Tessellana_tessellata,CHFU_Theba_pisana,CHMI_Brassicogethes_spp,CHMI_Cochlicella_barbara,CHMI_Psilothrix_viridicoerulea,CHMI_Tessellana_tessellata,HOMA_Brassicogethes_spp,HOMA_Cochlicella_barbara,HOMA_Lasiocampa_trifolii_larva,HOMA_Psilothrix_viridicoerulea,HOMA_Tessellana_tessellata,HOMA_Theba_pisana,MEEL_Brassicogethes_spp,MEPO_Lasiocampa_trifolii_larva,MEPO_Psilothrix_viridicoerulea,MESU_Aphis_fabae,MESU_Brassicogethes_spp,MESU_Cochlicella_barbara,MESU_Lasiocampa_trifolii_larva,MESU_Psilothrix_viridicoerulea,MESU_Tessellana_tessellata,MESU_Theba_pisana,PAIN_Brassicogethes_spp,PAIN_Cochlicella_barbara,PAIN_Lasiocampa_trifolii_larva,PAIN_Psilothrix_viridicoerulea,PAIN_Tessellana_tessellata,PAIN_Theba_pisana,PLCO_Brassicogethes_spp,PLCO_Cochlicella_barbara,PLCO_Lasiocampa_trifolii_larva,PLCO_Psilothrix_viridicoerulea,PLCO_Tessellana_tessellata,PLCO_Theba_pisana,POMA_Brassicogethes_spp,POMA_Cochlicella_barbara,POMA_Conocephalus_dorsalis,POMA_Lasiocampa_trifolii_larva,POMA_Psilothrix_viridicoerulea,POMA_Tessellana_tessellata,POMA_Theba_pisana,POMO_Brassicogethes_spp,POMO_Cochlicella_barbara,POMO_Psilothrix_viridicoerulea,POMO_Theba_pisana,PUPA_Aphis_fabae,PUPA_Brassicogethes_spp,PUPA_Cochlicella_barbara,PUPA_Psilothrix_viridicoerulea,PUPA_Tessellana_tessellata,PUPA_Theba_pisana,RAPE_Brassicogethes_spp,RAPE_Cochlicella_barbara,RAPE_Psilothrix_viridicoerulea,RAPE_Tessellana_tessellata,SASO_Brassicogethes_spp,SASO_Cochlicella_barbara,SASO_Lasiocampa_trifolii_larva,SASO_Psilothrix_viridicoerulea,SASO_Theba_pisana,SCLA_Brassicogethes_spp,SCLA_Cochlicella_barbara,SCLA_Lasiocampa_trifolii_larva,SCLA_Psilothrix_viridicoerulea,SCLA_Tessellana_tessellata,SCLA_Theba_pisana,SOAS_Brassicogethes_spp,SOAS_Cochlicella_barbara,SOAS_Psilothrix_viridicoerulea,SOAS_Tessellana_tessellata,SOAS_Theba_pisana,SPRU_Brassicogethes_spp,SPRU_Cochlicella_barbara,SPRU_Psilothrix_viridicoerulea,SPRU_Theba_pisana,LEMA_Aphis_fabae,LEMA_Brassicogethes_spp,LEMA_Cochlicella_barbara,LEMA_Conocephalus_dorsalis,LEMA_Lasiocampa_trifolii_larva,LEMA_Miridae,LEMA_Psilothrix_viridicoerulea,LEMA_Tessellana_tessellata,LEMA_Theba_pisana",9,"Andrena_humilis,Anthicidae,Bombyliidae,Brassicogethes_spp,Coleoptera,Diptera,Episyrphus_balteatus,Osmia_ligurica,Sarcophaga_spp",66,"ANAR_Brassicogethes_spp,BEMA_Andrena_humilis,BEMA_Anthicidae,BEMA_Bombyliidae,BEMA_Brassicogethes_spp,BEMA_Coleoptera,BEMA_Episyrphus_balteatus,CETE_Andrena_humilis,CETE_Bombyliidae,CETE_Brassicogethes_spp,CETE_Diptera,CETE_Osmia_ligurica,CETE_Sarcophaga_spp,CHFU_Andrena_humilis,CHFU_Bombyliidae,CHFU_Brassicogethes_spp,CHFU_Episyrphus_balteatus,CHMI_Brassicogethes_spp,HOMA_Andrena_humilis,HOMA_Anthicidae,HOMA_Bombyliidae,HOMA_Brassicogethes_spp,HOMA_Episyrphus_balteatus,MEEL_Brassicogethes_spp,MEPO_Brassicogethes_spp,MESU_Andrena_humilis,MESU_Brassicogethes_spp,MESU_Coleoptera,PAIN_Andrena_humilis,PAIN_Brassicogethes_spp,PLCO_Andrena_humilis,PLCO_Brassicogethes_spp,PLCO_Sarcophaga_spp,POMA_Andrena_humilis,POMA_Brassicogethes_spp,POMA_Episyrphus_balteatus,POMO_Andrena_humilis,POMO_Brassicogethes_spp,PUPA_Andrena_humilis,PUPA_Bombyliidae,PUPA_Brassicogethes_spp,RAPE_Andrena_humilis,RAPE_Brassicogethes_spp,SASO_Andrena_humilis,SASO_Bombyliidae,SASO_Brassicogethes_spp,SASO_Sarcophaga_spp,SCLA_Andrena_humilis,SCLA_Bombyliidae,SCLA_Brassicogethes_spp,SOAS_Andrena_humilis,SOAS_Bombyliidae,SOAS_Brassicogethes_spp,SOAS_Episyrphus_balteatus,SOAS_Sarcophaga_spp,SPRU_Andrena_humilis,SPRU_Anthicidae,SPRU_Brassicogethes_spp,LEMA_Andrena_humilis,LEMA_Bombyliidae,LEMA_Brassicogethes_spp,LEMA_Coleoptera,LEMA_Diptera,LEMA_Episyrphus_balteatus,LEMA_Osmia_ligurica,LEMA_Sarcophaga_spp",1,"HOMA",0,0,0,0,0
"7","LEMA",2021,"class",2,"Forb,Grass",3,"Forb_Grass,Forb_LEMA,Grass_LEMA",5,"beetle,bug,caterpillar,grasshopper,snail",14,"Forb_beetle,Forb_caterpillar,Forb_grasshopper,Forb_snail,Grass_beetle,Grass_bug,Grass_caterpillar,Grass_grasshopper,Grass_snail,LEMA_beetle,LEMA_bug,LEMA_caterpillar,LEMA_grasshopper,LEMA_snail",4,"bee,beetle,butterfly,fly",12,"Forb_bee,Forb_beetle,Forb_butterfly,Forb_fly,Grass_bee,Grass_beetle,Grass_butterfly,Grass_fly,LEMA_bee,LEMA_beetle,LEMA_butterfly,LEMA_fly",0,NA,0,0,0,0,0
